timestamp,best_bid,best_ask,bid_ask_spread,mid_price,bid_order_count,bid_volume_sum,bid_price_mean,bid_price_std,bid_penny_count,bid_penny_ratio,ask_order_count,ask_volume_sum,ask_price_mean,ask_price_std,ask_penny_count,ask_penny_ratio,cluster,pca_one,pca_two
1970-01-01 00:00:00.000001300,2007.0,1971.0,-36.0,1989.0,4,80.0,1993.0,17.146428199482227,0,0.0,3,82.0,1994.0,20.42057785666214,0,0.0,0,-1.224405779701939,-1.6983925687688803
1970-01-01 00:00:00.000001400,2006.0,1972.0,-34.0,1989.0,4,79.0,1984.75,19.207203509794585,0,0.0,4,80.0,1994.75,15.903353943953666,0,0.0,0,-1.3590281398436388,-1.3027942326958106
1970-01-01 00:00:00.000001500,2006.0,1972.0,-34.0,1989.0,5,77.0,1987.8,16.724233913695397,0,0.0,3,76.0,1994.0,19.697715603592208,0,0.0,0,-1.2977479929823563,-2.0954697885542424
1970-01-01 00:00:00.000001600,2007.0,1974.0,-33.0,1990.5,3,76.0,1991.3333333333333,19.13983629327409,0,0.0,4,80.0,1998.75,17.056279391082544,0,0.0,0,-1.2523089445193314,-1.087351217441153
1970-01-01 00:00:00.000001700,2007.0,1972.0,-35.0,1989.5,3,77.0,1991.6666666666667,19.295940851208435,0,0.0,6,95.0,1994.1666666666667,17.267503197239247,1,0.1111111111111111,2,-1.5696390422955158,2.029032772278134
1970-01-01 00:00:00.000001800,2008.0,1974.0,-34.0,1991.0,4,82.0,1995.75,17.23127002477376,1,0.1111111111111111,4,75.0,1996.25,15.734781006843852,0,0.0,0,-1.2795245940021416,-3.6368494934909226
1970-01-01 00:00:00.000001900,2008.0,1972.0,-36.0,1990.0,4,87.0,1994.25,17.269916039170564,0,0.0,4,91.0,1998.75,18.28250529878224,0,0.0,0,-1.2036171292008888,-1.3020689953553761
1970-01-01 00:00:00.000002000,2009.0,1975.0,-34.0,1992.0,3,76.0,1993.3333333333333,19.13983629327409,0,0.0,4,85.0,1997.5,15.800843859321777,0,0.0,0,-1.231154473746097,-0.9995190578122326
1970-01-01 00:00:00.000002100,2007.0,1974.0,-33.0,1990.5,4,76.0,1994.5,16.0312195418814,0,0.0,3,72.0,1995.6666666666667,19.295940851208435,0,0.0,0,-1.226305298967607,-1.9688451039687649
1970-01-01 00:00:00.000002200,2008.0,1975.0,-33.0,1991.5,4,83.0,1987.5,18.841443681416774,0,0.0,5,90.0,2002.0,15.604486534327249,0,0.0,0,-1.2851640003614766,-0.9268870417650632
1970-01-01 00:00:00.000002300,2008.0,1975.0,-33.0,1991.5,3,86.0,1992.3333333333333,19.13983629327409,0,0.0,3,86.0,1996.0,19.0,0,0.0,0,-1.2181861134345744,-1.381674208282181
1970-01-01 00:00:00.000002400,2009.0,1976.0,-33.0,1992.5,4,93.0,1989.0,17.813852287849816,0,0.0,3,84.0,1996.6666666666667,18.58314648635517,0,0.0,0,-1.236243468839656,-1.823966597861914
1970-01-01 00:00:00.000002500,2009.0,1976.0,-33.0,1992.5,4,67.0,1988.25,18.643586922406712,0,0.0,3,65.0,1997.0,18.734993995195197,0,0.0,0,-1.2223219874332205,-2.0059562567986835
1970-01-01 00:00:00.000002600,2010.0,1976.0,-34.0,1993.0,3,79.0,1994.0,19.697715603592208,0,0.0,3,70.0,1997.3333333333333,19.13983629327409,0,0.0,0,-1.138786940531711,-1.741044402780068
1970-01-01 00:00:00.000002700,2008.0,1974.0,-34.0,1991.0,3,78.0,1993.3333333333333,18.903262505010403,0,0.0,5,85.0,1993.2,17.51285242329188,1,0.1111111111111111,2,-1.5262339148007231,1.4034717924085003
1970-01-01 00:00:00.000002800,2009.0,1975.0,-34.0,1992.0,4,83.0,1988.25,19.13765920900464,0,0.0,3,82.0,1996.6666666666667,19.295940851208435,0,0.0,0,-1.2202084146491483,-1.748627253401949
1970-01-01 00:00:00.000002900,2008.0,1975.0,-33.0,1991.5,4,81.0,1988.0,19.27001124372621,0,0.0,3,81.0,1997.0,19.467922333931785,0,0.0,0,-1.2353132387611687,-1.74930460516429
1970-01-01 00:00:00.000003000,2008.0,1975.0,-33.0,1991.5,3,88.0,1993.6666666666667,19.087517736293908,0,0.0,3,85.0,1996.6666666666667,19.087517736293908,0,0.0,0,-1.1978089356403068,-1.4498527391810845
1970-01-01 00:00:00.000003100,2008.0,1972.0,-36.0,1990.0,4,81.0,1995.25,16.520189667999198,0,0.0,5,85.0,1994.2,19.17550520846844,0,0.0,0,-1.2506506599472496,-0.9891828054737948
1970-01-01 00:00:00.000003200,2005.0,1975.0,-30.0,1990.0,3,83.0,1991.6666666666667,18.147543451754967,0,0.0,4,86.0,1998.25,15.77709309938517,0,0.0,0,-1.3223400703732549,-1.0212313550728804
1970-01-01 00:00:00.000003300,2005.0,1975.0,-30.0,1990.0,3,86.0,1991.6666666666667,18.147543451754967,0,0.0,4,82.0,1998.0,15.55634918610406,0,0.0,0,-1.3209144846098433,-1.1412415764858483
1970-01-01 00:00:00.000003400,2005.0,1974.0,-31.0,1989.5,4,81.0,1993.75,15.392097539538485,0,0.0,3,78.0,1995.3333333333333,18.717193521821912,0,0.0,0,-1.289514067974319,-1.8592088111490521
1970-01-01 00:00:00.000003500,2004.0,1974.0,-30.0,1989.0,4,88.0,1993.75,15.305227865013968,0,0.0,4,87.0,1989.5,17.445152144172667,1,0.1111111111111111,2,-1.6387584281805216,0.7093439336283228
1970-01-01 00:00:00.000003600,2004.0,1974.0,-30.0,1989.0,3,70.0,1991.6666666666667,18.009256878986832,0,0.0,3,68.0,1995.3333333333333,18.583146486355105,0,0.0,0,-1.302237108822327,-1.60708374922445
1970-01-01 00:00:00.000003700,2003.0,1972.0,-31.0,1987.5,4,85.0,1993.25,14.930394055974077,0,0.0,4,86.0,1988.75,18.24600412875838,0,0.0,0,-1.4147123679039157,-1.2459850572791094
1970-01-01 00:00:00.000003800,2007.0,1973.0,-34.0,1990.0,5,84.0,1997.0,14.849242404917495,1,0.1111111111111111,4,84.0,1990.25,19.500000000000032,1,0.1111111111111111,2,-1.5646266474154582,-1.709979450133296
1970-01-01 00:00:00.000003900,2007.0,1973.0,-34.0,1990.0,3,79.0,1992.0,19.467922333931785,0,0.0,4,78.0,1996.75,16.29672768789287,0,0.0,0,-1.2587141026433992,-1.1363704514065025
1970-01-01 00:00:00.000004000,2009.0,1973.0,-36.0,1991.0,3,97.0,1993.0,20.42057785666214,0,0.0,3,88.0,1996.0,20.42057785666214,0,0.0,0,-1.1525846378054045,-1.428314701325039
1970-01-01 00:00:00.000004100,2010.0,1976.0,-34.0,1993.0,4,88.0,1988.5,19.01753576746121,0,0.0,4,86.0,1998.25,15.734781006843852,0,0.0,0,-1.2481823862211985,-1.3995151190356352
1970-01-01 00:00:00.000004200,2010.0,1974.0,-36.0,1992.0,3,81.0,1993.3333333333333,20.108041509140865,0,0.0,3,79.0,1996.6666666666667,20.52640575778757,0,0.0,0,-1.1304809677315444,-1.509216221572866
1970-01-01 00:00:00.000004300,2010.0,1973.0,-37.0,1991.5,3,86.0,1993.0,20.663978319771825,0,0.0,4,84.0,1999.75,18.46392879824514,0,0.0,0,-1.1374878248115892,-1.1199563012569729
1970-01-01 00:00:00.000004400,2010.0,1974.0,-36.0,1992.0,4,93.0,1987.25,19.956202043475106,0,0.0,4,88.0,1997.25,16.760568804985905,0,0.0,0,-1.2375298403035864,-1.3484233549966642
1970-01-01 00:00:00.000004500,2010.0,1975.0,-35.0,1992.5,4,90.0,1987.75,19.397164741270792,0,0.0,3,86.0,1996.3333333333333,19.42506971244459,0,0.0,0,-1.2062076723992117,-1.7159633446596891
1970-01-01 00:00:00.000004600,2010.0,1973.0,-37.0,1991.5,3,83.0,1992.6666666666667,20.52640575778757,0,0.0,4,83.0,1990.5,20.141168453361058,1,0.1111111111111111,2,-1.4475284615680466,1.0136536885462513
1970-01-01 00:00:00.000004700,2010.0,1972.0,-38.0,1991.0,3,89.0,1992.0,20.29778313018444,0,0.0,6,70.0,1996.8333333333333,19.15637404799423,0,0.0,0,-1.187495678497349,-0.7182666487521673
1970-01-01 00:00:00.000004800,2011.0,1973.0,-38.0,1992.0,3,75.0,1993.3333333333333,20.40424792373716,0,0.0,4,78.0,1990.5,20.33879708012907,1,0.1111111111111111,2,-1.42025678315493,0.9632501812354961
1970-01-01 00:00:00.000004900,2012.0,1975.0,-37.0,1993.5,4,68.0,1994.25,16.540354691884154,0,0.0,3,68.0,1996.6666666666667,20.20725942163693,0,0.0,0,-1.1172322826862033,-2.019373015064965
1970-01-01 00:00:00.000005000,2014.0,1973.0,-41.0,1993.5,4,74.0,1988.5,20.82466486324967,0,0.0,5,78.0,1992.8,18.63330351816338,0,0.0,0,-1.177046599400112,-1.0047175634405963
1970-01-01 00:00:00.000005100,2014.0,1974.0,-40.0,1994.0,4,94.0,1988.75,20.564937798755142,0,0.0,3,87.0,1997.3333333333333,21.73323108360402,0,0.0,0,-1.0729143905179424,-1.7543888987549834
1970-01-01 00:00:00.000005200,2015.0,1975.0,-40.0,1995.0,4,86.0,1999.5,20.534523775015263,1,0.1111111111111111,4,78.0,2002.75,20.072784228070283,0,0.0,0,-0.9902511313384709,-3.756655687329537
1970-01-01 00:00:00.000005300,2016.0,1974.0,-42.0,1995.0,4,70.0,1999.75,20.79062288629179,0,0.0,5,69.0,2002.4,17.78482499211052,0,0.0,0,-0.9582008344112279,-1.4592127599814302
1970-01-01 00:00:00.000005400,2014.0,1973.0,-41.0,1993.5,3,78.0,1995.0,21.283796653792763,0,0.0,5,90.0,1996.6,21.47789561386309,0,0.0,0,-1.068351020574008,-0.5451742835913842
1970-01-01 00:00:00.000005500,2014.0,1975.0,-39.0,1994.5,4,98.0,1996.5,17.635192088548422,0,0.0,3,87.0,1998.0,21.283796653792763,0,0.0,0,-1.0331669250886164,-1.9173230854814798
1970-01-01 00:00:00.000005600,2013.0,1976.0,-37.0,1994.5,6,97.0,1994.8333333333333,17.543279814979524,0,0.0,3,87.0,1997.6666666666667,19.857828011475338,0,0.0,0,-1.082532106314449,-2.5768263779555487
1970-01-01 00:00:00.000005700,2010.0,1974.0,-36.0,1992.0,3,81.0,1993.0,19.313207915827967,0,0.0,6,91.0,1995.5,17.038192392387156,0,0.0,0,-1.2585833398378117,-0.17168498620683698
1970-01-01 00:00:00.000005800,2012.0,1975.0,-37.0,1993.5,4,84.0,1988.5,19.070046320517072,0,0.0,3,83.0,1996.3333333333333,20.13289182738864,0,0.0,0,-1.1576389328943482,-1.743458519276599
1970-01-01 00:00:00.000005900,2013.0,1975.0,-38.0,1994.0,4,94.0,1988.25,19.619293225462226,0,0.0,3,80.0,1996.6666666666667,20.59935274064053,0,0.0,0,-1.1204273057157634,-1.9141058762357608
1970-01-01 00:00:00.000006000,2015.0,1976.0,-39.0,1995.5,3,77.0,1994.0,21.517434791350013,0,0.0,3,77.0,1997.3333333333333,21.007935008784944,0,0.0,0,-1.0180345969522002,-1.5685077745662543
1970-01-01 00:00:00.000006100,2015.0,1972.0,-43.0,1993.5,3,77.0,1993.6666666666667,22.03028218914444,0,0.0,5,83.0,1996.2,22.106560112328665,0,0.0,0,-1.038873945090938,-0.6674270161600486
1970-01-01 00:00:00.000006200,2014.0,1976.0,-38.0,1995.0,4,85.0,1994.5,16.78292783356545,0,0.0,3,77.0,1997.3333333333333,20.55075018906444,0,0.0,0,-1.0735173096097432,-2.0037209859708587
1970-01-01 00:00:00.000006300,2017.0,1976.0,-41.0,1996.5,4,80.0,2000.75,20.66196183005542,1,0.1111111111111111,3,76.0,1999.0,22.06807649071391,0,0.0,0,-0.9411249148640046,-4.074785628073744
1970-01-01 00:00:00.000006400,2017.0,1977.0,-40.0,1997.0,4,78.0,1991.0,20.97617696340303,0,0.0,4,75.0,2000.0,17.682382946499793,0,0.0,0,-1.0396068602276636,-1.6401531302868642
1970-01-01 00:00:00.000006500,2016.0,1975.0,-41.0,1995.5,4,72.0,1990.5,21.25245083906014,0,0.0,4,69.0,2004.25,20.99801577927464,0,0.0,0,-0.9749509205281247,-1.7387589046041159
1970-01-01 00:00:00.000006600,2019.0,1977.0,-42.0,1998.0,3,77.0,1997.3333333333333,22.54624876411444,0,0.0,3,78.0,2001.0,23.065125189341597,0,0.0,0,-0.8574455073609132,-1.6528050652463806
1970-01-01 00:00:00.000006700,2019.0,1976.0,-43.0,1997.5,3,84.0,1997.6666666666667,23.180451534284977,0,0.0,3,76.0,2000.6666666666667,23.180451534284977,0,0.0,0,-0.8388099465371769,-1.755889560329978
1970-01-01 00:00:00.000006800,2019.0,1978.0,-41.0,1998.5,5,88.0,1994.2,19.357169214531368,0,0.0,4,88.0,2006.5,20.53452377501524,0,0.0,0,-0.9141368659049183,-1.9165701217160567
1970-01-01 00:00:00.000006900,2019.0,1975.0,-44.0,1997.0,3,83.0,1997.6666666666667,23.180451534284977,0,0.0,5,88.0,1999.6,23.13655116909172,1,0.1111111111111111,2,-1.135217507704975,1.257887314438344
1970-01-01 00:00:00.000007000,2021.0,1976.0,-45.0,1998.5,5,90.0,1997.2,23.28518842526296,0,0.0,4,85.0,2000.75,19.259196937221105,0,0.0,0,-0.859585149145194,-1.94981495752199
1970-01-01 00:00:00.000007100,2022.0,1978.0,-44.0,2000.0,3,86.0,1998.6666666666667,23.50177298276312,0,0.0,4,91.0,2001.5,19.226717521892983,0,0.0,0,-0.8479884508704374,-1.137564019129925
1970-01-01 00:00:00.000007200,2021.0,1979.0,-42.0,2000.0,5,78.0,2003.2,18.485129158326156,1,0.1111111111111111,3,78.0,2002.0,22.516660498395403,0,0.0,0,-0.8499841190217321,-4.470093231619249
1970-01-01 00:00:00.000007300,2020.0,1978.0,-42.0,1999.0,3,87.0,1998.3333333333333,22.54624876411444,0,0.0,3,84.0,2001.3333333333333,22.54624876411444,0,0.0,0,-0.8393501121057546,-1.6423187905587489
1970-01-01 00:00:00.000007400,2021.0,1977.0,-44.0,1999.0,4,81.0,2000.0,18.938496948455747,0,0.0,4,87.0,1996.0,22.73030282830976,1,0.1111111111111111,2,-1.1401308339177216,0.5411687681213505
1970-01-01 00:00:00.000007500,2020.0,1977.0,-43.0,1998.5,4,80.0,1999.75,19.05037182489273,0,0.0,3,80.0,2002.3333333333333,23.71356854910985,0,0.0,0,-0.8282482176040937,-2.035881961908539
1970-01-01 00:00:00.000007600,2015.0,1977.0,-38.0,1996.0,4,78.0,1991.25,21.07723890835796,0,0.0,3,78.0,2000.6666666666667,21.50193789716021,0,0.0,0,-1.0148333533803962,-1.9161566181106495
1970-01-01 00:00:00.000007700,2013.0,1976.0,-37.0,1994.5,3,75.0,1996.3333333333333,20.108041509140865,0,0.0,4,81.0,1993.75,20.516253719104405,1,0.1111111111111111,2,-1.3488151418418488,0.9152032755800383
1970-01-01 00:00:00.000007800,2014.0,1977.0,-37.0,1995.5,7,70.0,1993.7142857142856,18.66113863723469,1,0.1111111111111111,3,68.0,2000.0,20.663978319771825,0,0.0,0,-1.073858163693889,-5.122384856960308
1970-01-01 00:00:00.000007900,2013.0,1975.0,-38.0,1994.0,5,88.0,1993.2,18.860010604450892,0,0.0,4,83.0,1993.5,21.11081871142532,1,0.1111111111111111,2,-1.3670129972482254,0.20081618407704277
1970-01-01 00:00:00.000008000,2012.0,1976.0,-36.0,1994.0,4,79.0,1990.5,19.974984355438146,0,0.0,4,82.0,2002.75,18.28250529878224,0,0.0,0,-1.1186571555782825,-1.4880843201621792
1970-01-01 00:00:00.000008100,2014.0,1976.0,-38.0,1995.0,3,71.0,1996.3333333333333,21.079215671683137,0,0.0,3,66.0,1999.3333333333333,21.079215671683137,0,0.0,0,-0.9922428449345094,-1.8189079195694808
1970-01-01 00:00:00.000008200,2011.0,1977.0,-34.0,1994.0,4,74.0,1997.0,15.427248620541512,0,0.0,5,82.0,1997.4,18.146625030566994,0,0.0,0,-1.199929307301481,-1.120986336353989
1970-01-01 00:00:00.000008300,2011.0,1980.0,-31.0,1995.5,4,88.0,1997.75,14.545904349105763,0,0.0,4,86.0,2001.0,14.85485330343815,0,0.0,0,-1.1960449267328894,-1.6079948629187337
1970-01-01 00:00:00.000008400,2012.0,1980.0,-32.0,1996.0,4,87.0,1991.75,18.08083700127477,0,0.0,3,79.0,2000.0,18.027756377319943,0,0.0,0,-1.149248160829645,-2.01213584346626
1970-01-01 00:00:00.000008500,2013.0,1978.0,-35.0,1995.5,4,85.0,1997.75,16.111590031195995,0,0.0,4,87.0,2000.75,16.37833935415918,0,0.0,0,-1.1216716904121795,-1.5321422619302065
1970-01-01 00:00:00.000008600,2013.0,1978.0,-35.0,1995.5,3,73.0,1997.3333333333333,19.13983629327409,0,0.0,4,78.0,1994.75,19.207203509794617,1,0.1111111111111111,2,-1.362190023369579,0.8139407239306606
1970-01-01 00:00:00.000008700,2013.0,1980.0,-33.0,1996.5,5,96.0,2000.0,13.057564857200576,0,0.0,5,91.0,1999.8,18.10248601711929,1,0.1111111111111111,2,-1.3880787931780116,0.4212047894654716
1970-01-01 00:00:00.000008800,2014.0,1982.0,-32.0,1998.0,4,77.0,1999.75,14.795832746644123,0,0.0,3,68.0,2001.3333333333333,17.785762095938768,0,0.0,0,-1.0655984137653116,-2.3247730928700987
1970-01-01 00:00:00.000008900,2015.0,1982.0,-33.0,1998.5,4,82.0,2002.5,16.74315780649916,1,0.1111111111111111,3,80.0,2001.6666666666667,18.23001188516712,0,0.0,0,-1.0523728617498738,-4.128179004020007
1970-01-01 00:00:00.000009000,2016.0,1983.0,-33.0,1999.5,3,85.0,1999.0,18.68154169226941,0,0.0,4,92.0,2002.75,14.84082207965583,0,0.0,0,-1.0660442547297195,-1.1739004240590132
1970-01-01 00:00:00.000009100,2017.0,1982.0,-35.0,1999.5,3,84.0,1999.3333333333333,19.139836293274094,0,0.0,3,84.0,2003.0,19.672315572906,0,0.0,0,-0.9571136508367226,-1.6906310886682119
1970-01-01 00:00:00.000009200,2018.0,1982.0,-36.0,2000.0,3,79.0,2000.0,19.078784028338912,0,0.0,5,93.0,2002.4,19.320973060381828,1,0.1111111111111111,2,-1.2326186455253014,1.2631533582937058
1970-01-01 00:00:00.000009300,2018.0,1983.0,-35.0,2000.5,6,86.0,1994.0,16.30950643030009,0,0.0,3,72.0,2003.6666666666667,19.604421270043517,0,0.0,0,-0.9871446916270062,-2.980287746529441
1970-01-01 00:00:00.000009400,2022.0,1984.0,-38.0,2003.0,3,74.0,2001.3333333333333,21.007935008784944,0,0.0,4,81.0,2004.5,16.743157806499124,0,0.0,0,-0.8752658131937993,-1.398261952588355
1970-01-01 00:00:00.000009500,2024.0,1983.0,-41.0,2003.5,3,93.0,2002.0,21.517434791350013,0,0.0,4,89.0,1999.75,20.48373338367141,0,0.0,0,-0.8274835162310831,-1.3338800746343351
1970-01-01 00:00:00.000009600,2021.0,1982.0,-39.0,2001.5,4,89.0,2001.25,16.3375844807813,0,0.0,4,88.0,1998.75,19.44865033877669,0,0.0,0,-0.9491809527069393,-1.6308731534329808
1970-01-01 00:00:00.000009700,2018.0,1984.0,-34.0,2001.0,3,77.0,1999.6666666666667,19.035055380359008,0,0.0,3,77.0,2003.0,18.520259177452136,0,0.0,0,-0.9549541102436143,-1.8165573978061482
1970-01-01 00:00:00.000009800,2017.0,1984.0,-33.0,2000.5,3,79.0,2000.0,18.083141320025124,0,0.0,3,72.0,2003.3333333333333,18.556220879622344,0,0.0,0,-0.9701079997942402,-1.9599158667507777
1970-01-01 00:00:00.000009900,2020.0,1984.0,-36.0,2002.0,4,78.0,2005.25,18.06239186818844,0,0.0,4,75.0,2004.0,15.577761927397209,0,0.0,0,-0.9084501512856705,-1.9644439571857277
1970-01-01 00:00:00.000010000,2019.0,1985.0,-34.0,2002.0,3,98.0,2000.6666666666667,19.035055380359008,0,0.0,3,90.0,2004.0,18.520259177452136,0,0.0,0,-0.9283744751167504,-1.7578506973323598
1970-01-01 00:00:00.000010100,2022.0,1986.0,-36.0,2004.0,5,82.0,1998.6,16.334013591276317,0,0.0,3,72.0,2006.0,20.0,0,0.0,0,-0.8695047171642009,-2.731239063914846
1970-01-01 00:00:00.000010200,2019.0,1984.0,-35.0,2001.5,3,83.0,2001.0,19.078784028338912,0,0.0,3,83.0,2004.3333333333333,19.139836293274094,0,0.0,0,-0.9094892801923287,-1.771359630726082
1970-01-01 00:00:00.000010300,2021.0,1985.0,-36.0,2003.0,6,82.0,2002.1666666666667,17.382941830043244,0,0.0,3,72.0,2004.6666666666667,18.61003313627717,0,0.0,0,-0.8611651806912465,-3.0873871314259778
1970-01-01 00:00:00.000010400,2018.0,1984.0,-34.0,2001.0,3,83.0,2001.3333333333333,18.147543451754903,0,0.0,4,87.0,1999.5,17.710637105046974,0,0.0,0,-1.0157691280356242,-1.2725413353059183
1970-01-01 00:00:00.000010500,2018.0,1985.0,-33.0,2001.5,4,79.0,1996.25,17.96988221070649,0,0.0,3,79.0,2004.6666666666667,18.23001188516712,0,0.0,0,-0.9866993274820058,-2.1237619521112077
1970-01-01 00:00:00.000010600,2016.0,1983.0,-33.0,1999.5,3,84.0,2000.3333333333333,17.785762095938768,0,0.0,7,99.0,2005.0,15.264337522473753,0,0.0,0,-1.1072883460215992,-0.0013309802729982697
1970-01-01 00:00:00.000010700,2016.0,1984.0,-32.0,2000.0,4,81.0,2004.0,16.26857912254989,1,0.1111111111111111,3,80.0,2003.3333333333333,17.785762095938768,0,0.0,0,-1.0262928401128188,-4.184900655789277
1970-01-01 00:00:00.000010800,2016.0,1981.0,-35.0,1998.5,4,74.0,2003.5,16.74315780649916,1,0.1111111111111111,4,72.0,1997.5,18.15672510852843,0,0.0,0,-1.0718996269363417,-3.84054788265946
1970-01-01 00:00:00.000010900,2016.0,1983.0,-33.0,1999.5,3,87.0,2000.0,18.33030277982336,0,0.0,3,80.0,2003.0,18.33030277982336,0,0.0,0,-0.9906575097621225,-1.8328697054423133
1970-01-01 00:00:00.000011000,2017.0,1983.0,-34.0,2000.0,4,88.0,2004.0,16.990193249832863,0,0.0,3,81.0,2002.6666666666667,17.89785834487843,0,0.0,0,-0.951863295525148,-2.2151773868704954
1970-01-01 00:00:00.000011100,2014.0,1982.0,-32.0,1998.0,4,81.0,1993.75,18.08083700127477,0,0.0,3,81.0,2002.0,18.027756377319943,0,0.0,0,-1.0926207109225485,-1.9854581571361671
1970-01-01 00:00:00.000011200,2014.0,1983.0,-31.0,1998.5,3,73.0,1999.0,17.349351572897472,0,0.0,3,73.0,2002.0,17.349351572897472,0,0.0,0,-1.0639776111364163,-1.8307466742434575
1970-01-01 00:00:00.000011300,2013.0,1983.0,-30.0,1998.0,3,74.0,1998.6666666666667,16.921386861996105,0,0.0,3,72.0,2001.6666666666667,16.921386861996105,0,0.0,0,-1.0954000787464317,-1.8535757327670155
1970-01-01 00:00:00.000011400,2014.0,1984.0,-30.0,1999.0,3,79.0,1999.0,16.703293088490067,0,0.0,3,80.0,2002.3333333333333,16.80277754817138,0,0.0,0,-1.083121952008655,-1.7431096560118164
1970-01-01 00:00:00.000011500,2014.0,1983.0,-31.0,1998.5,4,86.0,1994.5,16.78292783356544,0,0.0,5,87.0,2001.4,16.964669168598626,1,0.1111111111111111,2,-1.4027743649290454,0.7883692190141641
1970-01-01 00:00:00.000011600,2014.0,1983.0,-31.0,1998.5,3,85.0,1999.0,16.703293088490067,0,0.0,4,91.0,1997.5,16.3605215890774,0,0.0,0,-1.1540908066082771,-1.1246165304259754
1970-01-01 00:00:00.000011700,2013.0,1984.0,-29.0,1998.5,3,68.0,1999.0,16.3707055437449,0,0.0,4,70.0,2005.25,14.90805151587556,0,0.0,0,-1.1115791953916307,-1.5582197070299806
1970-01-01 00:00:00.000011800,2013.0,1982.0,-31.0,1997.5,3,81.0,1998.3333333333333,17.473789896108176,0,0.0,4,85.0,2005.0,15.895492023421818,0,0.0,0,-1.0981104267904942,-1.2983640416270963
1970-01-01 00:00:00.000011900,2014.0,1981.0,-33.0,1997.5,4,80.0,1999.75,15.326991442115029,0,0.0,4,83.0,2005.25,16.78044496827581,0,0.0,0,-1.0641344141992706,-1.6953435765645366
1970-01-01 00:00:00.000012000,2014.0,1982.0,-32.0,1998.0,3,73.0,1998.3333333333333,18.44812546936225,0,0.0,3,75.0,2001.6666666666667,17.89785834487843,0,0.0,0,-1.0535059399827464,-1.7574545982834102
1970-01-01 00:00:00.000012100,2018.0,1982.0,-36.0,2000.0,4,77.0,2000.5,16.09347693943108,0,0.0,4,71.0,2007.25,18.17278184538626,0,0.0,0,-0.937875493034438,-2.0020009820422917
