id,side,timestamp,price,volume,mid_price
64,bid,3300,1999.0,26.0,2000.5
65,bid,3400,1999.0,23.0,2001.5
66,ask,3400,2003.0,23.0,2001.5
67,bid,3500,1999.0,31.0,2001.5
68,ask,3500,2002.0,31.0,2001.5
69,bid,3600,2000.0,26.0,2002.0
70,ask,3600,2004.0,26.0,2002.0
71,bid,3700,1999.0,25.0,2001.5
72,ask,3700,2003.0,27.0,2001.5
73,bid,3800,2000.0,27.0,2002.5
74,ask,3800,2004.0,27.0,2002.5
75,bid,3900,1999.0,26.0,2000.0
76,ask,3900,2003.0,26.0,2000.0
77,bid,4000,2000.0,31.0,2001.5
78,ask,4000,2003.0,27.0,2001.5
79,bid,4100,1999.0,28.0,2000.0
80,ask,4100,2003.0,28.0,2000.0
81,bid,4200,1999.0,24.0,2000.5
82,ask,4200,2002.0,25.0,2000.5
83,bid,4300,1999.0,26.0,2000.5
84,ask,4300,2002.0,26.0,2000.5
85,bid,4400,1998.0,29.0,1999.0
86,ask,4400,2001.0,29.0,1999.0
87,bid,4500,1998.0,30.0,1999.5
88,ask,4500,2001.0,30.0,1999.5
89,bid,4600,1998.0,31.0,2000.0
90,ask,4600,2002.0,31.0,2000.0
91,bid,4700,1996.0,30.0,1997.5
92,ask,4700,1999.0,30.0,1997.5
93,bid,4800,1998.0,26.0,1999.5
94,ask,4800,2001.0,26.0,1999.5
95,bid,4900,1996.0,22.0,1998.5
96,ask,4900,2000.0,24.0,1998.5
97,bid,5000,1997.0,21.0,1997.5
98,ask,5000,2001.0,21.0,1997.5
99,bid,5100,1997.0,31.0,1999.0
100,ask,5100,2001.0,31.0,1999.0
101,bid,5200,1998.0,27.0,1999.5
102,ask,5200,2001.0,27.0,1999.5
103,bid,5300,1998.0,23.0,1999.5
104,ask,5300,2002.0,22.0,1999.5
105,bid,5400,1999.0,30.0,2000.5
106,ask,5400,2002.0,30.0,2000.5
107,bid,5500,1999.0,31.0,2001.5
108,ask,5500,2002.0,30.0,2001.5
109,bid,5600,1998.0,32.0,2001.0
110,ask,5600,2002.0,32.0,2001.0
111,bid,5700,1997.0,29.0,1997.5
112,ask,5700,2000.0,29.0,1997.5
113,bid,5800,1996.0,28.0,1997.5
114,ask,5800,1999.0,28.0,1997.5
115,bid,5900,1995.0,29.0,1997.0
116,ask,5900,1999.0,29.0,1997.0
117,bid,6000,1995.0,23.0,1996.5
118,ask,6000,1998.0,23.0,1996.5
119,bid,6100,1995.0,27.0,1997.0
120,ask,6100,1999.0,27.0,1997.0
121,bid,6200,1995.0,23.0,1997.5
122,ask,6200,1999.0,25.0,1997.5
123,bid,6300,1997.0,26.0,1999.0
124,ask,6300,2001.0,26.0,1999.0
125,bid,6400,1999.0,26.0,1999.5
126,ask,6400,2003.0,26.0,1999.5
127,bid,6500,2000.0,22.0,2001.5
128,ask,6500,2003.0,22.0,2001.5
129,bid,6600,1999.0,24.0,2001.0
130,ask,6600,2003.0,25.0,2001.0
131,bid,6700,2001.0,24.0,2002.5
132,ask,6700,2004.0,28.0,2002.5
133,bid,6800,2001.0,24.0,2003.5
134,ask,6800,2005.0,24.0,2003.5
135,bid,6900,2001.0,28.0,2002.5
136,ask,6900,2004.0,28.0,2002.5
137,bid,7000,1999.0,24.0,2000.0
138,ask,7000,2003.0,24.0,2000.0
139,bid,7100,1999.0,26.0,1999.5
140,ask,7100,2003.0,26.0,1999.5
141,bid,7200,1999.0,26.0,2001.5
142,ask,7200,2003.0,27.0,2001.5
143,bid,7300,2000.0,27.0,2001.5
144,ask,7300,2003.0,28.0,2001.5
145,bid,7400,2001.0,28.0,2004.0
146,ask,7400,2005.0,28.0,2004.0
147,bid,7500,2002.0,25.0,2004.5
148,ask,7500,2006.0,26.0,2004.5
149,bid,7600,2003.0,30.0,2004.5
150,ask,7600,2006.0,30.0,2004.5
151,bid,7700,2002.0,26.0,2003.5
152,ask,7700,2005.0,26.0,2003.5
153,bid,7800,2002.0,22.0,2005.0
154,ask,7800,2006.0,22.0,2005.0
155,bid,7900,2003.0,29.0,2005.5
156,ask,7900,2007.0,30.0,2005.5
157,bid,8000,2003.0,24.0,2004.5
158,ask,8000,2006.0,24.0,2004.5
159,bid,8100,2002.0,21.0,2003.5
160,ask,8100,2005.0,21.0,2003.5
161,bid,8200,2000.0,30.0,2003.0
162,ask,8200,2004.0,30.0,2003.0
163,bid,8300,2001.0,29.0,2003.0
164,ask,8300,2005.0,27.0,2003.0
165,bid,8400,2002.0,25.0,2003.5
166,ask,8400,2005.0,25.0,2003.5
167,bid,8500,2001.0,23.0,2002.5
168,ask,8500,2005.0,24.0,2002.5
169,bid,8600,2003.0,28.0,2004.5
170,ask,8600,2006.0,28.0,2004.5
171,bid,8700,2002.0,22.0,2005.0
172,ask,8700,2006.0,24.0,2005.0
173,bid,8900,2002.0,28.0,2003.5
174,ask,8900,2005.0,27.0,2003.5
175,bid,9000,2002.0,31.0,2003.0
176,ask,9000,2005.0,31.0,2003.0
177,bid,9100,2002.0,24.0,2004.0
178,ask,9100,2006.0,24.0,2004.0
179,bid,9200,2002.0,28.0,2003.5
180,ask,9200,2005.0,28.0,2003.5
181,bid,9300,2002.0,28.0,2005.0
182,ask,9300,2006.0,28.0,2005.0
183,bid,9400,2002.0,27.0,2003.0
184,ask,9400,2005.0,27.0,2003.0
185,bid,9500,2001.0,29.0,2002.5
186,ask,9500,2004.0,25.0,2002.5
187,bid,9600,2001.0,35.0,2003.0
188,ask,9600,2004.0,31.0,2003.0
189,bid,9700,2001.0,30.0,2002.5
190,ask,9700,2004.0,30.0,2002.5
191,bid,9800,2002.0,32.0,2003.5
192,ask,9800,2005.0,25.0,2003.5
193,bid,9900,2002.0,27.0,2003.0
194,ask,9900,2006.0,27.0,2003.0
195,bid,10000,2002.0,31.0,2003.5
196,ask,10000,2005.0,31.0,2003.5
197,bid,10100,2002.0,25.0,2004.5
198,ask,10100,2006.0,25.0,2004.5
199,bid,10200,2003.0,30.0,2005.0
200,ask,10200,2007.0,30.0,2005.0
201,bid,10300,2004.0,23.0,2006.5
202,ask,10300,2007.0,23.0,2006.5
203,bid,10400,2004.0,23.0,2005.5
204,ask,10400,2007.0,23.0,2005.5
205,bid,10600,2004.0,30.0,2005.0
206,ask,10600,2007.0,30.0,2005.0
207,bid,10700,2004.0,29.0,2005.5
208,ask,10700,2007.0,29.0,2005.5
209,bid,10800,2003.0,24.0,2004.5
210,ask,10800,2006.0,24.0,2004.5
211,bid,10900,2004.0,22.0,2005.5
212,ask,10900,2007.0,22.0,2005.5
213,bid,11000,2004.0,27.0,2005.5
214,ask,11000,2007.0,27.0,2005.5
215,bid,11100,2004.0,29.0,2005.5
216,ask,11100,2007.0,29.0,2005.5
217,bid,11200,2003.0,21.0,2004.5
218,ask,11200,2006.0,21.0,2004.5
219,bid,11300,2003.0,22.0,2004.5
220,ask,11300,2006.0,23.0,2004.5
221,bid,11400,2002.0,29.0,2004.0
222,ask,11400,2006.0,30.0,2004.0
223,bid,11500,2003.0,24.0,2004.5
224,ask,11500,2006.0,24.0,2004.5
225,bid,11600,2002.0,30.0,2003.5
226,ask,11600,2005.0,30.0,2003.5
227,bid,11700,2003.0,23.0,2004.5
228,ask,11700,2006.0,23.0,2004.5
229,bid,11800,2003.0,31.0,2005.0
230,ask,11800,2007.0,31.0,2005.0
231,bid,11900,2003.0,22.0,2005.5
232,ask,11900,2007.0,23.0,2005.5
233,bid,12000,2003.0,28.0,2004.5
234,ask,12000,2006.0,30.0,2004.5
235,bid,12100,2002.0,21.0,2004.5
236,ask,12100,2006.0,21.0,2004.5
237,bid,12200,2001.0,23.0,2002.5
238,ask,12200,2004.0,23.0,2002.5
239,bid,12300,2002.0,28.0,2003.5
240,ask,12300,2005.0,28.0,2003.5
241,bid,12400,2001.0,25.0,2002.5
242,ask,12400,2004.0,25.0,2002.5
243,bid,12500,2001.0,28.0,2003.5
244,ask,12500,2005.0,29.0,2003.5
245,bid,12600,2000.0,27.0,2002.0
246,ask,12600,2004.0,27.0,2002.0
247,bid,12700,2002.0,23.0,2003.5
248,ask,12700,2005.0,23.0,2003.5
249,bid,13000,2000.0,31.0,2002.5
250,ask,13000,2003.0,31.0,2002.5
251,bid,13100,1997.0,21.0,2000.0
252,ask,13100,2001.0,22.0,2000.0
253,bid,13200,1995.0,23.0,1997.0
254,ask,13200,1999.0,23.0,1997.0
255,bid,13300,1996.0,29.0,1997.5
256,ask,13300,1999.0,29.0,1997.5
257,bid,13400,1995.0,28.0,1997.0
258,ask,13400,1999.0,28.0,1997.0
259,bid,13500,1997.0,26.0,1998.0
260,ask,13500,2000.0,27.0,1998.0
261,bid,13600,1998.0,24.0,2000.0
262,ask,13600,2001.0,24.0,2000.0
263,bid,13700,1995.0,21.0,1997.0
264,ask,13700,1999.0,21.0,1997.0
265,bid,13800,1995.0,22.0,1996.5
266,ask,13800,1998.0,22.0,1996.5
267,bid,13900,1996.0,21.0,1997.5
268,ask,13900,1999.0,21.0,1997.5
269,bid,14000,1997.0,25.0,1999.0
270,ask,14000,2001.0,25.0,1999.0
271,bid,14100,1998.0,27.0,1999.5
272,ask,14100,2001.0,27.0,1999.5
273,bid,14200,1994.0,23.0,1996.5
274,ask,14200,1998.0,25.0,1996.5
275,bid,14300,1994.0,24.0,1995.5
276,ask,14300,1997.0,25.0,1995.5
277,bid,14500,1995.0,30.0,1997.5
278,ask,14500,1999.0,31.0,1997.5
279,bid,14600,1996.0,21.0,1997.5
280,ask,14600,1999.0,21.0,1997.5
281,bid,14800,1996.0,33.0,1997.5
282,ask,14800,1999.0,30.0,1997.5
283,bid,14900,1997.0,29.0,1999.5
284,ask,14900,2001.0,29.0,1999.5
285,bid,15000,1998.0,23.0,1999.5
286,ask,15000,2001.0,23.0,1999.5
287,bid,15100,1997.0,29.0,1999.0
288,ask,15100,2001.0,29.0,1999.0
289,bid,15200,1998.0,28.0,1999.5
290,ask,15200,2001.0,28.0,1999.5
291,bid,15300,1997.0,26.0,1998.5
292,ask,15300,2000.0,26.0,1998.5
293,bid,15400,1996.0,22.0,1997.5
294,ask,15400,1999.0,22.0,1997.5
295,bid,15500,1997.0,25.0,1998.0
296,ask,15500,2001.0,25.0,1998.0
297,bid,15600,1999.0,25.0,2000.5
298,ask,15600,2002.0,25.0,2000.5
299,bid,15700,1997.0,31.0,1999.0
300,ask,15700,2001.0,31.0,1999.0
301,bid,15800,1998.0,21.0,1999.5
302,ask,15800,2001.0,21.0,1999.5
303,bid,15900,1997.0,26.0,1998.5
304,ask,15900,2000.0,26.0,1998.5
305,bid,16000,1996.0,22.0,1997.0
306,ask,16000,1999.0,22.0,1997.0
307,bid,16100,1995.0,27.0,1997.5
308,ask,16100,1998.0,27.0,1997.5
309,bid,16200,1995.0,35.0,1997.0
310,ask,16200,1998.0,30.0,1997.0
311,bid,16300,1995.0,30.0,1996.5
312,ask,16300,1998.0,30.0,1996.5
313,bid,16400,1994.0,29.0,1994.5
314,ask,16400,1997.0,29.0,1994.5
315,bid,16500,1994.0,27.0,1995.5
316,ask,16500,1997.0,27.0,1995.5
317,bid,16600,1994.0,23.0,1996.0
318,ask,16600,1998.0,23.0,1996.0
319,bid,16700,1994.0,24.0,1996.0
320,ask,16700,1998.0,24.0,1996.0
321,bid,16800,1994.0,21.0,1995.5
322,ask,16800,1997.0,21.0,1995.5
323,bid,16900,1994.0,26.0,1995.5
324,ask,16900,1997.0,26.0,1995.5
325,bid,17000,1993.0,29.0,1995.0
326,ask,17000,1997.0,29.0,1995.0
327,bid,17100,1993.0,25.0,1995.0
328,ask,17100,1997.0,25.0,1995.0
329,ask,17200,1997.0,30.0,1995.5
330,bid,17300,1995.0,25.0,1996.5
331,ask,17300,1998.0,25.0,1996.5
332,bid,17400,1995.0,26.0,1997.0
333,ask,17400,1999.0,26.0,1997.0
334,bid,17500,1995.0,22.0,1997.0
335,ask,17500,1999.0,21.0,1997.0
336,bid,17600,1994.0,31.0,1996.0
337,ask,17600,1998.0,31.0,1996.0
338,bid,17700,1994.0,28.0,1995.5
339,ask,17700,1997.0,28.0,1995.5
340,bid,17800,1995.0,30.0,1996.5
341,ask,17800,1998.0,30.0,1996.5
342,bid,17900,1994.0,22.0,1995.5
343,ask,17900,1997.0,22.0,1995.5
344,bid,18000,1994.0,30.0,1996.0
345,ask,18000,1997.0,30.0,1996.0
346,bid,18100,1994.0,26.0,1995.5
347,ask,18100,1997.0,27.0,1995.5
348,bid,18200,1994.0,37.0,1995.5
349,ask,18200,1997.0,29.0,1995.5
350,bid,18300,1993.0,27.0,1994.0
351,ask,18300,1996.0,27.0,1994.0
352,bid,18400,1993.0,21.0,1995.0
353,ask,18400,1997.0,21.0,1995.0
354,bid,18500,1993.0,26.0,1994.0
355,ask,18500,1997.0,26.0,1994.0
356,bid,18600,1993.0,30.0,1994.5
357,ask,18600,1997.0,30.0,1994.5
358,bid,18700,1993.0,30.0,1996.0
359,ask,18700,1997.0,32.0,1996.0
360,bid,18800,1994.0,26.0,1995.5
361,ask,18800,1997.0,26.0,1995.5
362,bid,18900,1994.0,25.0,1995.0
363,ask,18900,1997.0,25.0,1995.0
364,bid,19000,1995.0,24.0,1996.5
365,ask,19000,1998.0,24.0,1996.5
366,bid,19100,1994.0,24.0,1995.0
367,ask,19100,1998.0,24.0,1995.0
368,bid,19200,1993.0,23.0,1994.5
369,ask,19200,1996.0,24.0,1994.5
370,bid,19300,1994.0,31.0,1995.5
371,ask,19300,1997.0,31.0,1995.5
372,bid,19400,1993.0,22.0,1995.0
373,ask,19400,1997.0,23.0,1995.0
374,bid,19500,1993.0,29.0,1995.5
375,ask,19500,1997.0,31.0,1995.5
376,bid,19600,1995.0,22.0,1996.5
377,ask,19600,1998.0,22.0,1996.5
378,bid,19700,1995.0,26.0,1996.5
379,ask,19700,1998.0,26.0,1996.5
380,bid,19800,1995.0,23.0,1996.5
381,ask,19800,1998.0,23.0,1996.5
382,bid,19900,1994.0,24.0,1996.5
383,ask,19900,1998.0,26.0,1996.5
384,bid,20000,1994.0,28.0,1996.0
385,ask,20000,1998.0,28.0,1996.0
386,bid,20100,1994.0,30.0,1995.0
387,ask,20100,1997.0,30.0,1995.0
388,bid,20200,1995.0,29.0,1996.5
389,ask,20200,1998.0,28.0,1996.5
390,bid,20300,1994.0,26.0,1996.5
391,ask,20300,1997.0,25.0,1996.5
392,bid,20400,1993.0,25.0,1995.0
393,ask,20400,1997.0,25.0,1995.0
394,bid,20500,1993.0,25.0,1994.0
395,ask,20500,1997.0,24.0,1994.0
396,bid,20600,1994.0,21.0,1995.5
397,ask,20600,1997.0,21.0,1995.5
398,bid,20700,1995.0,23.0,1996.5
399,ask,20700,1999.0,22.0,1996.5
400,bid,20800,1994.0,21.0,1996.5
401,ask,20800,1998.0,23.0,1996.5
402,bid,20900,1993.0,30.0,1995.0
403,ask,20900,1997.0,30.0,1995.0
404,bid,21000,1992.0,29.0,1993.5
405,ask,21000,1995.0,29.0,1993.5
406,bid,21100,1992.0,23.0,1993.5
407,ask,21100,1995.0,23.0,1993.5
408,bid,21200,1991.0,28.0,1992.5
409,ask,21200,1994.0,28.0,1992.5
410,bid,21300,1991.0,27.0,1993.5
411,ask,21300,1995.0,29.0,1993.5
412,bid,21400,1991.0,23.0,1992.0
413,ask,21400,1995.0,23.0,1992.0
414,bid,21500,1992.0,26.0,1993.5
415,ask,21500,1995.0,26.0,1993.5
416,bid,21600,1991.0,23.0,1992.0
417,ask,21600,1994.0,23.0,1992.0
418,bid,21700,1990.0,22.0,1991.5
419,ask,21700,1993.0,22.0,1991.5
420,bid,21800,1991.0,27.0,1992.0
421,ask,21800,1994.0,27.0,1992.0
422,bid,21900,1990.0,21.0,1992.0
423,ask,21900,1994.0,21.0,1992.0
424,bid,22000,1990.0,24.0,1992.0
425,ask,22000,1994.0,24.0,1992.0
426,bid,22100,1991.0,26.0,1993.5
427,ask,22100,1995.0,26.0,1993.5
428,bid,22200,1991.0,27.0,1993.0
429,ask,22200,1995.0,27.0,1993.0
430,bid,22300,1991.0,27.0,1991.5
431,ask,22300,1995.0,27.0,1991.5
432,bid,22400,1993.0,29.0,1995.5
433,ask,22400,1996.0,29.0,1995.5
434,bid,22500,1993.0,29.0,1995.5
435,ask,22500,1997.0,30.0,1995.5
436,ask,22600,1997.0,22.0,1995.0
437,bid,22700,1994.0,35.0,1995.5
438,ask,22700,1997.0,27.0,1995.5
439,bid,22800,1994.0,22.0,1995.5
440,ask,22800,1997.0,22.0,1995.5
441,bid,22900,1994.0,22.0,1994.5
442,ask,22900,1998.0,22.0,1994.5
443,bid,23000,1994.0,26.0,1995.5
444,ask,23000,1997.0,26.0,1995.5
445,bid,23100,1994.0,22.0,1995.0
446,ask,23100,1998.0,21.0,1995.0
447,bid,23200,1995.0,29.0,1996.5
448,ask,23200,1998.0,29.0,1996.5
449,bid,23300,1995.0,27.0,1997.0
450,ask,23300,1998.0,22.0,1997.0
451,bid,23400,1994.0,21.0,1996.0
452,ask,23400,1998.0,21.0,1996.0
453,bid,23500,1994.0,22.0,1995.5
454,ask,23500,1997.0,22.0,1995.5
455,bid,23600,1994.0,23.0,1996.0
456,ask,23600,1998.0,22.0,1996.0
457,bid,23700,1995.0,27.0,1996.0
458,ask,23700,1998.0,27.0,1996.0
459,bid,23800,1993.0,27.0,1995.5
460,ask,23800,1997.0,29.0,1995.5
461,bid,23900,1992.0,23.0,1994.0
462,ask,23900,1996.0,23.0,1994.0
463,bid,24000,1992.0,26.0,1994.5
464,ask,24000,1995.0,26.0,1994.5
465,bid,24100,1993.0,31.0,1994.5
466,ask,24100,1996.0,31.0,1994.5
467,bid,24200,1992.0,32.0,1993.0
468,ask,24200,1996.0,30.0,1993.0
469,bid,24300,1992.0,29.0,1994.0
470,ask,24300,1996.0,29.0,1994.0
471,bid,24400,1992.0,33.0,1993.5
472,ask,24400,1995.0,29.0,1993.5
473,bid,24500,1992.0,22.0,1994.5
474,ask,24500,1995.0,22.0,1994.5
475,bid,24600,1991.0,30.0,1992.5
476,ask,24600,1994.0,30.0,1992.5
477,bid,24700,1990.0,27.0,1991.0
478,ask,24700,1994.0,27.0,1991.0
479,bid,24800,1989.0,23.0,1991.0
480,ask,24800,1993.0,23.0,1991.0
481,bid,24900,1989.0,28.0,1990.5
482,ask,24900,1993.0,26.0,1990.5
483,bid,25000,1989.0,24.0,1991.0
484,ask,25000,1993.0,24.0,1991.0
485,bid,25100,1989.0,24.0,1992.5
486,ask,25100,1993.0,24.0,1992.5
487,bid,25200,1989.0,26.0,1990.5
488,ask,25200,1993.0,25.0,1990.5
489,bid,25300,1991.0,23.0,1992.0
490,ask,25300,1995.0,23.0,1992.0
491,bid,25400,1993.0,22.0,1994.5
492,ask,25400,1996.0,22.0,1994.5
493,bid,25500,1992.0,31.0,1993.5
494,ask,25500,1995.0,31.0,1993.5
495,bid,25600,1991.0,31.0,1992.0
496,ask,25600,1995.0,31.0,1992.0
497,bid,25700,1992.0,30.0,1993.5
498,ask,25700,1995.0,30.0,1993.5
499,bid,25800,1991.0,24.0,1993.5
500,ask,25800,1995.0,24.0,1993.5
501,bid,25900,1991.0,25.0,1992.0
502,ask,25900,1994.0,25.0,1992.0
503,bid,26000,1991.0,24.0,1993.5
504,ask,26000,1995.0,26.0,1993.5
505,bid,26100,1991.0,23.0,1993.0
506,ask,26100,1995.0,23.0,1993.0
507,bid,26200,1990.0,30.0,1992.5
508,ask,26200,1993.0,30.0,1992.5
509,bid,26300,1992.0,27.0,1993.0
510,ask,26300,1995.0,28.0,1993.0
511,bid,26400,1991.0,23.0,1993.0
512,ask,26400,1995.0,24.0,1993.0
513,bid,26500,1991.0,26.0,1992.5
514,ask,26500,1994.0,26.0,1992.5
515,bid,26600,1992.0,23.0,1993.5
516,ask,26600,1995.0,23.0,1993.5
517,bid,26700,1994.0,23.0,1995.5
518,ask,26700,1997.0,23.0,1995.5
519,bid,26800,1994.0,22.0,1996.5
520,ask,26800,1997.0,22.0,1996.5
521,bid,26900,1994.0,26.0,1995.5
522,ask,26900,1997.0,26.0,1995.5
523,ask,27000,1995.0,21.0,1993.5
524,bid,27100,1991.0,30.0,1993.0
525,ask,27100,1995.0,30.0,1993.0
526,bid,27200,1991.0,27.0,1992.0
527,ask,27200,1994.0,28.0,1992.0
528,bid,27300,1991.0,30.0,1993.0
529,ask,27300,1995.0,30.0,1993.0
530,bid,27400,1992.0,23.0,1992.5
531,ask,27400,1995.0,23.0,1992.5
532,bid,27500,1992.0,28.0,1993.5
533,ask,27500,1995.0,28.0,1993.5
534,bid,27600,1992.0,30.0,1993.0
535,ask,27600,1995.0,30.0,1993.0
536,bid,27700,1992.0,27.0,1994.0
537,ask,27700,1995.0,27.0,1994.0
538,bid,27800,1993.0,24.0,1994.5
539,ask,27800,1996.0,24.0,1994.5
540,bid,27900,1992.0,23.0,1993.5
541,ask,27900,1995.0,23.0,1993.5
542,bid,28000,1993.0,29.0,1994.5
543,ask,28000,1996.0,29.0,1994.5
544,bid,28100,1993.0,24.0,1993.5
545,ask,28100,1996.0,24.0,1993.5
546,bid,28200,1993.0,23.0,1995.5
547,ask,28200,1997.0,25.0,1995.5
548,bid,28300,1992.0,27.0,1993.0
549,ask,28300,1996.0,27.0,1993.0
550,bid,28400,1992.0,25.0,1994.0
551,ask,28400,1996.0,25.0,1994.0
552,bid,28500,1992.0,27.0,1994.0
553,ask,28500,1996.0,27.0,1994.0
554,bid,28600,1992.0,26.0,1993.5
555,ask,28600,1996.0,24.0,1993.5
556,bid,28700,1993.0,34.0,1994.5
557,ask,28700,1996.0,32.0,1994.5
558,bid,28800,1993.0,29.0,1995.5
559,ask,28800,1996.0,29.0,1995.5
560,bid,28900,1993.0,22.0,1994.5
561,ask,28900,1996.0,22.0,1994.5
562,bid,29000,1992.0,26.0,1993.5
563,ask,29000,1995.0,26.0,1993.5
564,bid,29100,1992.0,30.0,1993.5
565,ask,29100,1995.0,22.0,1993.5
566,bid,29200,1992.0,30.0,1994.5
567,ask,29200,1995.0,30.0,1994.5
568,bid,29300,1992.0,23.0,1994.5
569,ask,29300,1996.0,23.0,1994.5
570,bid,29400,1991.0,25.0,1993.0
571,ask,29400,1995.0,25.0,1993.0
572,bid,29500,1990.0,31.0,1991.5
573,ask,29500,1993.0,31.0,1991.5
574,bid,29600,1990.0,24.0,1992.0
575,ask,29600,1994.0,24.0,1992.0
576,bid,29700,1989.0,29.0,1991.5
577,ask,29700,1993.0,30.0,1991.5
578,bid,29800,1989.0,22.0,1990.5
579,bid,29900,1989.0,29.0,1990.0
580,ask,29900,1993.0,29.0,1990.0
581,bid,30000,1987.0,28.0,1988.5
582,ask,30000,1990.0,28.0,1988.5
583,bid,30100,1985.0,21.0,1988.0
584,ask,30100,1989.0,21.0,1988.0
585,bid,30200,1986.0,28.0,1987.5
586,ask,30200,1989.0,28.0,1987.5
587,bid,30300,1986.0,32.0,1988.5
588,ask,30300,1989.0,30.0,1988.5
589,bid,30400,1986.0,29.0,1987.5
590,ask,30400,1989.0,30.0,1987.5
591,bid,30600,1985.0,30.0,1987.0
592,ask,30600,1989.0,30.0,1987.0
593,bid,30700,1985.0,25.0,1987.0
594,ask,30700,1989.0,25.0,1987.0
595,bid,30800,1984.0,30.0,1986.0
596,ask,30800,1988.0,30.0,1986.0
597,bid,30900,1984.0,28.0,1985.5
598,ask,30900,1987.0,29.0,1985.5
599,bid,31000,1984.0,28.0,1985.5
600,ask,31000,1988.0,30.0,1985.5
601,bid,31100,1985.0,25.0,1986.0
602,ask,31100,1989.0,25.0,1986.0
603,ask,31200,1986.0,26.0,1984.0
604,bid,31300,1982.0,23.0,1984.5
605,ask,31300,1986.0,22.0,1984.5
606,bid,31400,1983.0,26.0,1984.5
607,ask,31400,1987.0,24.0,1984.5
608,bid,31500,1983.0,32.0,1984.5
609,ask,31500,1986.0,32.0,1984.5
610,bid,31600,1983.0,24.0,1984.5
611,ask,31600,1986.0,24.0,1984.5
612,bid,31700,1982.0,34.0,1984.5
613,ask,31700,1985.0,26.0,1984.5
614,bid,31800,1984.0,25.0,1985.5
615,ask,31800,1987.0,25.0,1985.5
616,bid,31900,1984.0,30.0,1985.5
617,ask,31900,1987.0,30.0,1985.5
618,bid,32000,1986.0,21.0,1987.0
619,ask,32000,1989.0,22.0,1987.0
620,bid,32100,1986.0,22.0,1987.0
621,ask,32100,1989.0,23.0,1987.0
622,bid,32200,1986.0,31.0,1987.5
623,ask,32200,1990.0,30.0,1987.5
624,ask,32300,1989.0,22.0,1988.5
625,bid,32400,1987.0,30.0,1989.0
626,ask,32400,1991.0,30.0,1989.0
627,bid,32500,1989.0,22.0,1990.0
628,ask,32500,1993.0,22.0,1990.0
629,bid,32600,1989.0,23.0,1991.0
630,ask,32600,1993.0,23.0,1991.0
631,bid,32700,1990.0,31.0,1993.0
632,ask,32700,1994.0,31.0,1993.0
633,bid,32800,1989.0,26.0,1989.5
634,ask,32800,1992.0,26.0,1989.5
635,bid,32900,1989.0,32.0,1990.5
