order_level,timestamp,price,volume,side
1,2300,2001.0,30.0,ask
1,2300,2012.0,32.0,ask
1,2300,1975.0,24.0,ask
2,2300,,,ask
2,2300,,,ask
2,2300,,,ask
3,2300,,,ask
3,2300,,,ask
3,2300,,,ask
1,2300,1998.0,30.0,bid
1,2300,2008.0,32.0,bid
1,2300,1971.0,24.0,bid
2,2300,,,bid
2,2300,,,bid
2,2300,,,bid
3,2300,,,bid
3,2300,,,bid
3,2300,,,bid
1,2400,2002.0,30.0,ask
1,2400,2012.0,29.0,ask
1,2400,1976.0,25.0,ask
2,2400,,,ask
2,2400,,,ask
2,2400,,,ask
3,2400,,,ask
3,2400,,,ask
3,2400,,,ask
1,2400,1999.0,30.0,bid
1,2400,2009.0,28.0,bid
1,2400,1975.0,10.0,bid
2,2400,,,bid
2,2400,,,bid
2,2400,1973.0,25.0,bid
3,2400,,,bid
3,2400,,,bid
3,2400,,,bid
1,2500,2003.0,21.0,ask
1,2500,2012.0,23.0,ask
1,2500,1976.0,21.0,ask
2,2500,,,ask
2,2500,,,ask
2,2500,,,ask
3,2500,,,ask
3,2500,,,ask
3,2500,,,ask
1,2500,1999.0,21.0,bid
1,2500,2009.0,25.0,bid
1,2500,1973.0,1.0,bid
2,2500,,,bid
2,2500,,,bid
2,2500,1972.0,20.0,bid
3,2500,,,bid
3,2500,,,bid
3,2500,,,bid
1,2600,2003.0,22.0,ask
1,2600,2013.0,23.0,ask
1,2600,1976.0,25.0,ask
2,2600,,,ask
2,2600,,,ask
2,2600,,,ask
3,2600,,,ask
3,2600,,,ask
3,2600,,,ask
1,2600,2000.0,28.0,bid
1,2600,2010.0,26.0,bid
1,2600,1972.0,25.0,bid
2,2600,,,bid
2,2600,,,bid
2,2600,,,bid
3,2600,,,bid
3,2600,,,bid
3,2600,,,bid
1,2700,2002.0,4.0,ask
1,2700,2012.0,26.0,ask
1,2700,1974.0,3.0,ask
2,2700,2003.0,27.0,ask
2,2700,,,ask
2,2700,1975.0,25.0,ask
3,2700,,,ask
3,2700,,,ask
3,2700,,,ask
1,2700,2000.0,27.0,bid
1,2700,2008.0,26.0,bid
1,2700,1972.0,25.0,bid
2,2700,,,bid
2,2700,,,bid
2,2700,,,bid
3,2700,,,bid
3,2700,,,bid
3,2700,,,bid
1,2800,2003.0,28.0,ask
1,2800,2012.0,25.0,ask
1,2800,1975.0,29.0,ask
2,2800,,,ask
2,2800,,,ask
2,2800,,,ask
3,2800,,,ask
3,2800,,,ask
3,2800,,,ask
1,2800,2000.0,28.0,bid
1,2800,2009.0,25.0,bid
1,2800,1973.0,1.0,bid
2,2800,,,bid
2,2800,,,bid
2,2800,1971.0,29.0,bid
3,2800,,,bid
3,2800,,,bid
3,2800,,,bid
1,2900,2004.0,30.0,ask
1,2900,2012.0,26.0,ask
1,2900,1975.0,25.0,ask
2,2900,,,ask
2,2900,,,ask
2,2900,,,ask
3,2900,,,ask
3,2900,,,ask
3,2900,,,ask
1,2900,2001.0,30.0,bid
1,2900,2008.0,26.0,bid
1,2900,1972.0,2.0,bid
2,2900,,,bid
2,2900,,,bid
2,2900,1971.0,23.0,bid
3,2900,,,bid
3,2900,,,bid
3,2900,,,bid
1,3000,2004.0,28.0,ask
1,3000,2011.0,26.0,ask
1,3000,1975.0,31.0,ask
2,3000,,,ask
2,3000,,,ask
2,3000,,,ask
3,3000,,,ask
3,3000,,,ask
3,3000,,,ask
1,3000,2001.0,28.0,bid
1,3000,2008.0,29.0,bid
1,3000,1972.0,31.0,bid
2,3000,,,bid
2,3000,,,bid
2,3000,,,bid
3,3000,,,bid
3,3000,,,bid
3,3000,,,bid
1,3100,2003.0,25.0,ask
1,3100,2010.0,5.0,ask
1,3100,1972.0,1.0,ask
2,3100,,,ask
2,3100,2011.0,26.0,ask
2,3100,1975.0,28.0,ask
3,3100,,,ask
3,3100,,,ask
3,3100,,,ask
1,3100,2002.0,1.0,bid
1,3100,2008.0,26.0,bid
1,3100,1971.0,28.0,bid
2,3100,2000.0,26.0,bid
2,3100,,,bid
2,3100,,,bid
3,3100,,,bid
3,3100,,,bid
3,3100,,,bid
1,3200,2002.0,28.0,ask
1,3200,2007.0,3.0,ask
1,3200,1975.0,32.0,ask
2,3200,,,ask
2,3200,2009.0,23.0,ask
2,3200,,,ask
3,3200,,,ask
3,3200,,,ask
3,3200,,,ask
1,3200,1999.0,28.0,bid
1,3200,2005.0,23.0,bid
1,3200,1971.0,32.0,bid
2,3200,,,bid
2,3200,,,bid
2,3200,,,bid
3,3200,,,bid
3,3200,,,bid
3,3200,,,bid
1,3300,2002.0,20.0,ask
1,3300,2007.0,2.0,ask
1,3300,1975.0,28.0,ask
2,3300,,,ask
2,3300,2008.0,32.0,ask
2,3300,,,ask
3,3300,,,ask
3,3300,,,ask
3,3300,,,ask
1,3300,1999.0,26.0,bid
1,3300,2005.0,32.0,bid
1,3300,1971.0,28.0,bid
2,3300,,,bid
2,3300,,,bid
2,3300,,,bid
3,3300,,,bid
3,3300,,,bid
3,3300,,,bid
1,3400,2003.0,23.0,ask
1,3400,2009.0,26.0,ask
1,3400,1974.0,29.0,ask
2,3400,,,ask
2,3400,,,ask
2,3400,,,ask
3,3400,,,ask
3,3400,,,ask
3,3400,,,ask
1,3400,2000.0,3.0,bid
1,3400,2005.0,26.0,bid
1,3400,1971.0,29.0,bid
2,3400,1999.0,23.0,bid
2,3400,,,bid
2,3400,,,bid
3,3400,,,bid
3,3400,,,bid
3,3400,,,bid
1,3500,2002.0,31.0,ask
1,3500,2007.0,26.0,ask
1,3500,1974.0,2.0,ask
2,3500,,,ask
2,3500,,,ask
2,3500,1975.0,28.0,ask
3,3500,,,ask
3,3500,,,ask
3,3500,,,ask
1,3500,2001.0,1.0,bid
1,3500,2004.0,26.0,bid
1,3500,1971.0,30.0,bid
2,3500,1999.0,31.0,bid
2,3500,,,bid
2,3500,,,bid
3,3500,,,bid
3,3500,,,bid
3,3500,,,bid
1,3600,2004.0,26.0,ask
1,3600,2008.0,21.0,ask
1,3600,1974.0,21.0,ask
2,3600,,,ask
2,3600,,,ask
2,3600,,,ask
3,3600,,,ask
3,3600,,,ask
3,3600,,,ask
1,3600,2000.0,26.0,bid
1,3600,2004.0,21.0,bid
1,3600,1971.0,23.0,bid
2,3600,,,bid
2,3600,,,bid
2,3600,,,bid
3,3600,,,bid
3,3600,,,bid
3,3600,,,bid
1,3700,2003.0,27.0,ask
1,3700,2006.0,24.0,ask
1,3700,1972.0,4.0,ask
2,3700,,,ask
2,3700,,,ask
2,3700,1974.0,31.0,ask
3,3700,,,ask
3,3700,,,ask
3,3700,,,ask
1,3700,2000.0,2.0,bid
1,3700,2003.0,27.0,bid
1,3700,1971.0,31.0,bid
2,3700,1999.0,25.0,bid
2,3700,,,bid
2,3700,,,bid
3,3700,,,bid
3,3700,,,bid
3,3700,,,bid
1,3800,2004.0,27.0,ask
1,3800,2010.0,25.0,ask
1,3800,1973.0,2.0,ask
2,3800,,,ask
2,3800,,,ask
2,3800,1974.0,30.0,ask
3,3800,,,ask
3,3800,,,ask
3,3800,,,ask
1,3800,2001.0,2.0,bid
1,3800,2007.0,2.0,bid
1,3800,1971.0,30.0,bid
2,3800,2000.0,27.0,bid
2,3800,2006.0,23.0,bid
2,3800,,,bid
3,3800,,,bid
3,3800,,,bid
3,3800,,,bid
1,3900,2001.0,1.0,ask
1,3900,2010.0,26.0,ask
1,3900,1973.0,25.0,ask
2,3900,2003.0,26.0,ask
2,3900,,,ask
2,3900,,,ask
3,3900,,,ask
3,3900,,,ask
3,3900,,,ask
1,3900,1999.0,26.0,bid
1,3900,2007.0,28.0,bid
1,3900,1970.0,25.0,bid
2,3900,,,bid
2,3900,,,bid
2,3900,,,bid
3,3900,,,bid
3,3900,,,bid
3,3900,,,bid
1,4000,2003.0,27.0,ask
1,4000,2012.0,32.0,ask
1,4000,1973.0,29.0,ask
2,4000,,,ask
2,4000,,,ask
2,4000,,,ask
3,4000,,,ask
3,4000,,,ask
3,4000,,,ask
1,4000,2000.0,31.0,bid
1,4000,2009.0,32.0,bid
1,4000,1970.0,34.0,bid
2,4000,,,bid
2,4000,,,bid
2,4000,,,bid
3,4000,,,bid
3,4000,,,bid
3,4000,,,bid
1,4100,2001.0,5.0,ask
1,4100,2013.0,29.0,ask
1,4100,1976.0,24.0,ask
2,4100,2003.0,28.0,ask
2,4100,,,ask
2,4100,,,ask
3,4100,,,ask
3,4100,,,ask
3,4100,,,ask
1,4100,1999.0,28.0,bid
1,4100,2010.0,29.0,bid
1,4100,1973.0,8.0,bid
2,4100,,,bid
2,4100,,,bid
2,4100,1972.0,23.0,bid
3,4100,,,bid
3,4100,,,bid
3,4100,,,bid
1,4200,2002.0,25.0,ask
1,4200,2014.0,26.0,ask
1,4200,1974.0,28.0,ask
2,4200,,,ask
2,4200,,,ask
2,4200,,,ask
3,4200,,,ask
3,4200,,,ask
3,4200,,,ask
1,4200,1999.0,24.0,bid
1,4200,2010.0,26.0,bid
1,4200,1971.0,31.0,bid
2,4200,,,bid
2,4200,,,bid
2,4200,,,bid
3,4200,,,bid
3,4200,,,bid
3,4200,,,bid
1,4300,2002.0,26.0,ask
1,4300,2011.0,5.0,ask
1,4300,1973.0,31.0,ask
2,4300,,,ask
2,4300,2013.0,22.0,ask
2,4300,,,ask
3,4300,,,ask
3,4300,,,ask
3,4300,,,ask
1,4300,1999.0,26.0,bid
1,4300,2010.0,29.0,bid
1,4300,1970.0,31.0,bid
2,4300,,,bid
2,4300,,,bid
2,4300,,,bid
3,4300,,,bid
3,4300,,,bid
3,4300,,,bid
1,4400,2000.0,2.0,ask
1,4400,2014.0,30.0,ask
1,4400,1974.0,27.0,ask
2,4400,2001.0,29.0,ask
2,4400,,,ask
2,4400,,,ask
3,4400,,,ask
3,4400,,,ask
3,4400,,,ask
1,4400,1998.0,29.0,bid
1,4400,2010.0,30.0,bid
1,4400,1971.0,7.0,bid
2,4400,,,bid
2,4400,,,bid
2,4400,1970.0,27.0,bid
3,4400,,,bid
3,4400,,,bid
3,4400,,,bid
1,4500,2001.0,30.0,ask
1,4500,2013.0,29.0,ask
1,4500,1975.0,27.0,ask
2,4500,,,ask
2,4500,,,ask
2,4500,,,ask
3,4500,,,ask
3,4500,,,ask
3,4500,,,ask
1,4500,1998.0,30.0,bid
1,4500,2010.0,28.0,bid
1,4500,1972.0,5.0,bid
2,4500,,,bid
2,4500,,,bid
2,4500,1971.0,27.0,bid
3,4500,,,bid
3,4500,,,bid
3,4500,,,bid
1,4600,2002.0,31.0,ask
1,4600,2013.0,30.0,ask
1,4600,1973.0,1.0,ask
2,4600,,,ask
2,4600,,,ask
2,4600,1974.0,21.0,ask
3,4600,,,ask
3,4600,,,ask
3,4600,,,ask
1,4600,1998.0,31.0,bid
1,4600,2010.0,30.0,bid
1,4600,1970.0,22.0,bid
2,4600,,,bid
2,4600,,,bid
2,4600,,,bid
3,4600,,,bid
3,4600,,,bid
3,4600,,,bid
1,4700,1999.0,30.0,ask
1,4700,2011.0,7.0,ask
1,4700,1972.0,1.0,ask
2,4700,,,ask
2,4700,2012.0,3.0,ask
2,4700,1974.0,27.0,ask
3,4700,,,ask
3,4700,2013.0,2.0,ask
3,4700,,,ask
1,4700,1996.0,30.0,bid
1,4700,2010.0,32.0,bid
1,4700,1970.0,27.0,bid
2,4700,,,bid
2,4700,,,bid
2,4700,,,bid
3,4700,,,bid
3,4700,,,bid
3,4700,,,bid
1,4800,2001.0,26.0,ask
1,4800,2014.0,24.0,ask
1,4800,1973.0,3.0,ask
2,4800,,,ask
2,4800,,,ask
2,4800,1974.0,25.0,ask
3,4800,,,ask
3,4800,,,ask
3,4800,,,ask
1,4800,1998.0,26.0,bid
1,4800,2011.0,24.0,bid
1,4800,1971.0,25.0,bid
2,4800,,,bid
2,4800,,,bid
2,4800,,,bid
3,4800,,,bid
3,4800,,,bid
3,4800,,,bid
1,4900,2000.0,24.0,ask
1,4900,2015.0,22.0,ask
1,4900,1975.0,22.0,ask
2,4900,,,ask
2,4900,,,ask
2,4900,,,ask
3,4900,,,ask
3,4900,,,ask
3,4900,,,ask
1,4900,1997.0,2.0,bid
1,4900,2012.0,22.0,bid
1,4900,1972.0,22.0,bid
2,4900,1996.0,22.0,bid
2,4900,,,bid
2,4900,,,bid
3,4900,,,bid
3,4900,,,bid
3,4900,,,bid
1,5000,1998.0,3.0,ask
1,5000,2017.0,30.0,ask
1,5000,1973.0,1.0,ask
2,5000,2001.0,21.0,ask
2,5000,,,ask
2,5000,1975.0,23.0,ask
3,5000,,,ask
3,5000,,,ask
3,5000,,,ask
1,5000,1997.0,21.0,bid
1,5000,2014.0,30.0,bid
1,5000,1972.0,1.0,bid
2,5000,,,bid
2,5000,,,bid
2,5000,1971.0,22.0,bid
3,5000,,,bid
3,5000,,,bid
3,5000,,,bid
1,5100,2001.0,31.0,ask
1,5100,2017.0,31.0,ask
1,5100,1974.0,25.0,ask
2,5100,,,ask
2,5100,,,ask
2,5100,,,ask
3,5100,,,ask
3,5100,,,ask
3,5100,,,ask
1,5100,1997.0,31.0,bid
1,5100,2014.0,37.0,bid
1,5100,1973.0,1.0,bid
2,5100,,,bid
2,5100,,,bid
2,5100,1971.0,25.0,bid
3,5100,,,bid
3,5100,,,bid
3,5100,,,bid
1,5200,2001.0,27.0,ask
1,5200,2017.0,1.0,ask
1,5200,1975.0,24.0,ask
2,5200,,,ask
2,5200,2018.0,26.0,ask
2,5200,,,ask
3,5200,,,ask
3,5200,,,ask
3,5200,,,ask
1,5200,1998.0,27.0,bid
1,5200,2015.0,8.0,bid
1,5200,1971.0,24.0,bid
2,5200,,,bid
2,5200,2014.0,27.0,bid
2,5200,,,bid
3,5200,,,bid
3,5200,,,bid
3,5200,,,bid
1,5300,2001.0,1.0,ask
1,5300,2017.0,1.0,ask
1,5300,1974.0,25.0,ask
2,5300,2002.0,22.0,ask
2,5300,2018.0,20.0,ask
2,5300,,,ask
3,5300,,,ask
3,5300,,,ask
3,5300,,,ask
1,5300,1998.0,23.0,bid
1,5300,2016.0,1.0,bid
1,5300,1971.0,25.0,bid
2,5300,,,bid
2,5300,2014.0,21.0,bid
2,5300,,,bid
3,5300,,,bid
3,5300,,,bid
3,5300,,,bid
1,5400,2002.0,30.0,ask
1,5400,2016.0,6.0,ask
1,5400,1973.0,6.0,ask
2,5400,,,ask
2,5400,2017.0,21.0,ask
2,5400,1975.0,27.0,ask
3,5400,,,ask
3,5400,,,ask
3,5400,,,ask
1,5400,1999.0,30.0,bid
1,5400,2014.0,21.0,bid
1,5400,1972.0,27.0,bid
2,5400,,,bid
2,5400,,,bid
2,5400,,,bid
3,5400,,,bid
3,5400,,,bid
3,5400,,,bid
1,5500,2002.0,30.0,ask
1,5500,2017.0,27.0,ask
1,5500,1975.0,30.0,ask
2,5500,,,ask
2,5500,,,ask
2,5500,,,ask
3,5500,,,ask
3,5500,,,ask
3,5500,,,ask
1,5500,2001.0,4.0,bid
1,5500,2014.0,27.0,bid
1,5500,1972.0,36.0,bid
2,5500,1999.0,31.0,bid
2,5500,,,bid
2,5500,,,bid
3,5500,,,bid
3,5500,,,bid
3,5500,,,bid
1,5600,2002.0,32.0,ask
1,5600,2015.0,28.0,ask
1,5600,1976.0,27.0,ask
2,5600,,,ask
2,5600,,,ask
2,5600,,,ask
3,5600,,,ask
3,5600,,,ask
3,5600,,,ask
1,5600,2000.0,6.0,bid
1,5600,2013.0,2.0,bid
1,5600,1974.0,2.0,bid
2,5600,1998.0,32.0,bid
2,5600,2011.0,28.0,bid
2,5600,1973.0,27.0,bid
3,5600,,,bid
3,5600,,,bid
3,5600,,,bid
1,5700,1998.0,4.0,ask
1,5700,2011.0,1.0,ask
1,5700,1974.0,5.0,ask
2,5700,2000.0,29.0,ask
2,5700,2014.0,27.0,ask
2,5700,1976.0,25.0,ask
3,5700,,,ask
3,5700,,,ask
3,5700,,,ask
1,5700,1997.0,29.0,bid
1,5700,2010.0,27.0,bid
1,5700,1972.0,25.0,bid
2,5700,,,bid
2,5700,,,bid
2,5700,,,bid
3,5700,,,bid
3,5700,,,bid
3,5700,,,bid
1,5800,1999.0,28.0,ask
1,5800,2015.0,31.0,ask
1,5800,1975.0,24.0,ask
2,5800,,,ask
2,5800,,,ask
2,5800,,,ask
3,5800,,,ask
3,5800,,,ask
3,5800,,,ask
1,5800,1996.0,28.0,bid
1,5800,2012.0,31.0,bid
1,5800,1974.0,1.0,bid
2,5800,,,bid
2,5800,,,bid
2,5800,1972.0,24.0,bid
3,5800,,,bid
3,5800,,,bid
3,5800,,,bid
1,5900,1999.0,29.0,ask
1,5900,2016.0,30.0,ask
1,5900,1975.0,21.0,ask
2,5900,,,ask
2,5900,,,ask
2,5900,,,ask
3,5900,,,ask
3,5900,,,ask
3,5900,,,ask
1,5900,1995.0,29.0,bid
1,5900,2013.0,35.0,bid
1,5900,1973.0,5.0,bid
2,5900,,,bid
2,5900,,,bid
2,5900,1972.0,25.0,bid
3,5900,,,bid
3,5900,,,bid
3,5900,,,bid
1,6000,1998.0,23.0,ask
1,6000,2018.0,30.0,ask
1,6000,1976.0,24.0,ask
2,6000,,,ask
2,6000,,,ask
2,6000,,,ask
3,6000,,,ask
3,6000,,,ask
3,6000,,,ask
1,6000,1995.0,23.0,bid
1,6000,2015.0,30.0,bid
1,6000,1972.0,24.0,bid
2,6000,,,bid
2,6000,,,bid
2,6000,,,bid
3,6000,,,bid
