day_label,timestamp,mid_price,bid_price_1,ask_price_1,bid_ask_spread,rolling_volatility,momentum
-2,3400,1999.5,1998,2001,3,0.7582875444051898,-2.0
-2,3500,2000.5,2000,2001,1,0.7416198487096027,0.5
-2,3600,1999.5,1998,2001,3,0.5000000000000853,-1.0
-2,3700,1999.5,1998,2001,3,0.5477225575052543,0.0
-2,3800,2000.5,1999,2002,3,0.5477225575052543,0.0
-2,3900,2000.0,1999,2001,2,0.5000000000000853,0.5
-2,4000,2000.5,1999,2002,3,0.5000000000000853,1.0
-2,4100,2000.0,1999,2001,2,0.4183300132671363,-0.5
-2,4200,2000.5,1999,2002,3,0.2738612787527699,0.5
-2,4300,2000.5,1999,2002,3,0.2738612787527699,0.0
-2,4400,2000.0,1999,2001,2,0.2738612787527699,0.0
-2,4500,2000.5,1999,2002,3,0.2738612787527699,0.0
-2,4600,2000.5,1999,2002,3,0.22360679775021094,0.0
-2,4700,2000.5,1999,2002,3,0.22360679775021094,0.5
-2,4800,2000.5,1999,2002,3,0.22360679775021094,0.0
-2,4900,2000.5,1999,2002,3,0.0,0.0
-2,5000,2000.5,1999,2002,3,0.0,0.0
-2,5100,2000.5,1999,2002,3,0.0,0.0
-2,5200,2000.5,1999,2002,3,0.0,0.0
-2,5300,2000.5,1999,2002,3,0.0,0.0
-2,5400,2000.5,1999,2002,3,0.0,0.0
-2,5500,2001.5,2001,2002,1,0.4472135955000485,1.0
-2,5600,2001.0,2000,2002,2,0.4472135955000485,0.5
-2,5700,2000.0,1999,2001,2,0.5700877125496525,-0.5
-2,5800,2000.5,1999,2002,3,0.5700877125496525,-1.0
-2,5900,2000.5,1999,2002,3,0.5700877125496525,-0.5
-2,6000,2000.5,1999,2002,3,0.3535533905934245,0.5
-2,6100,2000.5,1999,2002,3,0.22360679775021094,0.0
-2,6200,2000.5,1999,2002,3,0.0,0.0
-2,6300,2000.0,1998,2002,4,0.22360679775021094,-0.5
-2,6400,1998.5,1998,1999,1,0.8660254037845002,-2.0
-2,6500,2000.5,1999,2002,3,0.8660254037845002,0.0
-2,6600,2000.5,1999,2002,3,0.8660254037845002,0.5
-2,6700,2000.5,1999,2002,3,0.8660254037845002,2.0
-2,6800,2000.5,1999,2002,3,0.8944271909999818,0.0
-2,6900,2000.5,1999,2002,3,0.0,0.0
-2,7000,2000.0,1999,2001,2,0.22360679775036982,-0.5
-2,7100,2000.5,1999,2002,3,0.22360679775036982,0.0
-2,7200,2000.5,1999,2002,3,0.22360679775036982,0.0
-2,7300,2000.5,1999,2002,3,0.22360679775036982,0.5
-2,7400,2001.5,2001,2002,1,0.5477225575053516,1.0
-2,7500,2000.5,1999,2002,3,0.4472135955002074,0.0
-2,7600,2000.5,1999,2002,3,0.4472135955002074,0.0
-2,7700,2000.5,1999,2002,3,0.4472135955002074,-1.0
-2,7800,2001.0,2000,2002,2,0.4472135955002074,0.5
-2,7900,2000.0,1998,2002,4,0.3535533905935752,-0.5
-2,8000,2000.0,1998,2002,4,0.4183300132673061,-0.5
-2,8100,2000.0,1998,2002,4,0.4472135955002074,-1.0
-2,8200,2001.0,2000,2002,2,0.5477225575053516,1.0
-2,8300,2000.5,1999,2002,3,0.4472135955002074,0.5
-2,8400,2000.0,1998,2002,4,0.4472135955002074,0.0
-2,8500,1999.0,1998,2000,2,0.7416198487096985,-2.0
-2,8600,1999.5,1998,2001,3,0.7905694150422207,-1.0
-2,8700,2001.0,2000,2002,2,0.7905694150422207,1.0
-2,8800,2001.0,2000,2002,2,0.8944271910000414,2.0
-2,8900,1999.5,1998,2001,3,0.9354143466936069,0.0
-2,9000,1999.0,1998,2000,2,0.9354143466936069,-2.0
-2,9100,1999.5,1998,2001,3,0.9354143466936069,-1.5
-2,9200,1999.5,1998,2001,3,0.7582875444053069,0.0
-2,9300,2000.0,1999,2001,2,0.35355339059362545,1.0
-2,9400,1999.0,1998,2000,2,0.4183300132673486,-0.5
-2,9500,1999.5,1998,2001,3,0.35355339059362545,0.0
-2,9600,2000.0,1999,2001,2,0.4183300132673486,0.0
-2,9700,1999.5,1998,2001,3,0.4183300132673486,0.5
-2,9800,1998.5,1997,2000,3,0.5700877125497771,-1.0
-2,9900,1998.0,1997,1999,2,0.8215838362578771,-2.0
-2,10000,1999.0,1997,2001,4,0.7905694150422207,-0.5
-2,10100,2000.0,1999,2001,2,0.7905694150422207,1.5
-2,10200,1999.5,1998,2001,3,0.7905694150422207,1.5
-2,10300,2000.5,2000,2001,1,0.9617692030836544,1.5
-2,10400,1999.5,1998,2001,3,0.5700877125496836,-0.5
-2,10500,1999.5,1998,2001,3,0.4472135955000882,0.0
-2,10600,1999.0,1998,2000,2,0.5477225575052543,-1.5
-2,10700,1999.5,1998,2001,3,0.5477225575052543,0.0
-2,10800,1999.5,1998,2001,3,0.2236067977501315,0.0
-2,10900,1999.5,1998,2001,3,0.2236067977501315,0.5
-2,11000,1999.5,1998,2001,3,0.2236067977501315,0.0
-2,11100,1999.5,1998,2001,3,0.0,0.0
-2,11200,1999.5,1998,2001,3,0.0,0.0
-2,11300,1999.5,1998,2001,3,0.0,0.0
-2,11400,1997.5,1997,1998,1,0.8944271909999222,-2.0
-2,11500,1999.0,1997,2001,4,0.8660254037844386,-0.5
-2,11600,1999.0,1997,2001,4,0.8215838362577474,-0.5
-2,11700,1999.0,1997,2001,4,0.7582875444051663,1.5
-2,11800,1999.5,1998,2001,3,0.7582875444051663,0.5
-2,11900,1999.5,1998,2001,3,0.27386127875264016,0.5
-2,12000,1999.5,1998,2001,3,0.27386127875264016,0.5
-2,12100,1999.5,1998,2001,3,0.22360679775005204,0.0
-2,12200,1999.0,1997,2001,4,0.22360679775005204,-0.5
-2,12300,1999.0,1997,2001,4,0.27386127875264016,-0.5
-2,12400,1999.0,1997,2001,4,0.27386127875264016,-0.5
-2,12500,1999.5,1998,2001,3,0.27386127875264016,0.5
-2,12600,1999.5,1998,2001,3,0.27386127875264016,0.5
-2,12700,1999.5,1998,2001,3,0.27386127875264016,0.5
-2,12800,1999.5,1998,2001,3,0.22360679775005204,0.0
-2,12900,2000.5,2000,2001,1,0.4472135954999691,1.0
-2,13000,2000.5,2000,2001,1,0.5477225575051571,1.0
-2,13100,2000.0,1999,2001,2,0.4999999999999787,0.5
-2,13200,1999.5,1998,2001,3,0.4999999999999787,-1.0
-2,13300,1999.5,1998,2001,3,0.4999999999999787,-1.0
-2,13400,2000.0,1998,2002,4,0.4183300132670089,0.0
-2,13500,1999.0,1998,2000,2,0.4183300132670089,-0.5
-2,13600,2000.5,1999,2002,3,0.5700877125495278,1.0
-2,13700,1999.5,1998,2001,3,0.5700877125495278,-0.5
-2,13800,2000.0,1998,2002,4,0.5700877125495278,1.0
-2,13900,1999.5,1998,2001,3,0.5700877125495278,-1.0
-2,14000,1999.5,1998,2001,3,0.4472135954998896,0.0
-2,14100,1999.5,1998,2001,3,0.22360679774981373,-0.5
-2,14200,1999.5,1998,2001,3,0.22360679774981373,0.0
-2,14300,1999.5,1998,2001,3,0.0,0.0
-2,14400,1999.5,1998,2001,3,0.0,0.0
-2,14500,1999.5,1998,2001,3,0.0,0.0
-2,14600,1999.5,1998,2001,3,0.0,0.0
-2,14700,1999.0,1998,2000,2,0.22360679774981373,-0.5
-2,14800,1999.5,1998,2001,3,0.22360679774981373,0.0
-2,14900,1999.5,1998,2001,3,0.22360679774981373,0.0
-2,15000,1999.5,1998,2001,3,0.22360679774981373,0.5
-2,15100,1999.5,1998,2001,3,0.22360679774981373,0.0
-2,15200,1999.5,1998,2001,3,0.0,0.0
-2,15300,2000.0,1998,2002,4,0.22360679774981373,0.5
-2,15400,2000.0,1998,2002,4,0.27386127875244554,0.5
-2,15500,1999.0,1998,2000,2,0.418330013266924,-0.5
-2,15600,2000.0,1998,2002,4,0.4472135954998499,0.0
-2,15700,1999.5,1998,2001,3,0.4472135954998499,-0.5
-2,15800,1999.5,1998,2001,3,0.418330013266924,0.5
-2,15900,1999.5,1998,2001,3,0.353553390593123,-0.5
-2,16000,1999.0,1998,2000,2,0.353553390593123,-0.5
-2,16100,2000.5,2000,2001,1,0.5477225575050921,1.0
-2,16200,2001.0,2000,2002,2,0.8215838362576826,1.5
-2,16300,2000.0,1998,2002,4,0.7905694150420184,1.0
-2,16400,1998.5,1998,1999,1,1.036822067666319,-2.0
-2,16500,1999.5,1998,2001,3,0.9617692030835067,-1.5
-2,16600,1999.5,1998,2001,3,0.9082951062291943,-0.5
-2,16700,1999.5,1998,2001,3,0.5477225575050921,1.0
-2,16800,1999.5,1998,2001,3,0.4472135954998896,0.0
-2,16900,1999.5,1998,2001,3,0.0,0.0
-2,17000,2000.0,1998,2002,4,0.22360679774989317,0.5
-2,17100,2000.0,1998,2002,4,0.27386127875251043,0.5
-2,17200,1999.5,1998,2001,3,0.27386127875251043,0.0
-2,17300,1999.5,1998,2001,3,0.27386127875251043,-0.5
-2,17400,1999.5,1998,2001,3,0.27386127875251043,-0.5
-2,17500,1999.5,1998,2001,3,0.22360679774989317,0.0
-2,17600,1999.5,1998,2001,3,0.0,0.0
-2,17700,1999.5,1998,2001,3,0.0,0.0
-2,17800,1999.5,1998,2001,3,0.0,0.0
-2,17900,1999.5,1998,2001,3,0.0,0.0
-2,18000,2000.0,1999,2001,2,0.22360679774989317,0.5
-2,18100,1999.5,1998,2001,3,0.22360679774989317,0.0
-2,18200,1999.5,1998,2001,3,0.22360679774989317,0.0
-2,18300,1999.0,1998,2000,2,0.3535533905932235,-1.0
-2,18400,1999.5,1998,2001,3,0.3535533905932235,0.0
-2,18500,1999.0,1998,2000,2,0.27386127875251043,-0.5
-2,18600,2000.0,1998,2002,4,0.41833001326696645,1.0
-2,18700,2000.5,1999,2002,3,0.6519202405202409,1.0
-2,18800,2000.0,1998,2002,4,0.570087712549559,1.0
-2,18900,1999.0,1998,2000,2,0.670820393249939,-1.0
-2,19000,2000.5,1999,2002,3,0.6123724356957887,0.0
-2,19100,1999.5,1999,2000,1,0.6519202405202681,-0.5
-2,19200,1998.5,1998,1999,1,0.7905694150421083,-0.5
-2,19300,2000.5,1999,2002,3,0.8944271909999421,0.0
-2,19400,2000.0,1998,2002,4,0.8366600265341154,0.5
-2,19500,2000.0,1998,2002,4,0.7582875444051898,1.5
-2,19600,2000.0,1998,2002,4,0.7582875444051898,-0.5
-2,19700,2000.0,1998,2002,4,0.2236067977501315,0.0
-2,19800,2000.0,1998,2002,4,0.0,0.0
-2,19900,2000.5,1999,2002,3,0.2236067977501315,0.5
-2,20000,2000.5,1999,2002,3,0.273861278752705,0.5
-2,20100,2000.0,1999,2001,2,0.273861278752705,0.0
-2,20200,2000.5,1999,2002,3,0.273861278752705,0.0
-2,20300,2001.5,2001,2002,1,0.5477225575052543,1.0
-2,20400,2000.0,1998,2002,4,0.6123724356958757,0.0
-2,20500,1999.0,1998,2000,2,0.9082951062293116,-1.5
-2,20600,2000.0,1998,2002,4,0.9082951062293116,-1.5
-2,20700,1999.5,1998,2001,3,0.93541434669355,-0.5
-2,20800,2000.0,1999,2001,2,0.4472135955000882,1.0
-2,20900,2000.5,1999,2002,3,0.5700877125496836,0.5
-2,21000,2000.0,1998,2002,4,0.35355339059347474,0.5
-2,21100,2000.5,1999,2002,3,0.4183300132672212,0.5
-2,21200,2000.0,1998,2002,4,0.2738612787528996,-0.5
-2,21300,2000.5,1999,2002,3,0.2738612787528996,0.5
-2,21400,1999.0,1998,2000,2,0.6123724356959338,-1.5
-2,21500,2000.0,1998,2002,4,0.6123724356959338,0.0
-2,21600,1999.0,1998,2000,2,0.6708203932500715,-1.5
-2,21700,2000.0,1998,2002,4,0.6708203932500715,1.0
-2,21800,1999.0,1998,2000,2,0.5477225575053516,-1.0
-2,21900,1999.5,1998,2001,3,0.5000000000001918,0.5
-2,22000,1999.5,1998,2001,3,0.41833001326726366,-0.5
-2,22100,1999.5,1998,2001,3,0.353553390593525,0.5
-2,22200,1999.5,1998,2001,3,0.22360679775036982,0.0
-2,22300,1999.5,1998,2001,3,0.0,0.0
-2,22400,2001.0,2000,2002,2,0.6708203932500715,1.5
-2,22500,2000.5,1999,2002,3,0.7071067811866781,1.0
-2,22600,1998.5,1998,1999,1,0.9746794344809817,-1.0
-2,22700,1999.5,1998,2001,3,0.9746794344809817,-1.5
-2,22800,1999.5,1998,2001,3,0.9746794344809817,-1.0
-2,22900,1998.5,1998,1999,1,0.8366600265341579,0.0
-2,23000,1999.5,1998,2001,3,0.5477225575052868,0.0
-2,23100,1999.0,1998,2000,2,0.44721359550012796,-0.5
-2,23200,1999.5,1998,2001,3,0.44721359550012796,1.0
-2,23300,2000.0,1999,2001,2,0.5700877125497148,0.5
-2,23400,1999.5,1998,2001,3,0.353553390593525,0.5
-2,23500,1999.5,1998,2001,3,0.353553390593525,0.0
-2,23600,1999.5,1998,2001,3,0.22360679775036982,-0.5
-2,23700,1999.0,1998,2000,2,0.353553390593525,-0.5
-2,23800,1999.5,1998,2001,3,0.22360679775036982,0.0
-2,23900,1999.5,1998,2001,3,0.22360679775036982,0.0
-2,24000,2000.5,2000,2001,1,0.5477225575053516,1.5
-2,24100,1999.5,1998,2001,3,0.5477225575053516,0.0
-2,24200,1999.0,1998,2000,2,0.5477225575053516,-0.5
-2,24300,1999.5,1998,2001,3,0.5477225575053516,-1.0
-2,24400,1999.5,1998,2001,3,0.5477225575053516,0.0
-2,24500,2000.5,2000,2001,1,0.5477225575053516,1.5
-2,24600,1999.5,1998,2001,3,0.5477225575053516,0.0
-2,24700,1999.0,1998,2000,2,0.5477225575053516,-0.5
-2,24800,1999.5,1998,2001,3,0.5477225575053516,-1.0
-2,24900,1999.5,1998,2001,3,0.5477225575053516,0.0
-2,25000,1999.5,1998,2001,3,0.22360679775036982,0.5
-2,25100,2000.5,2000,2001,1,0.5477225575053516,1.0
-2,25200,1999.5,1998,2001,3,0.4472135955002074,0.0
-2,25300,1999.0,1998,2000,2,0.5477225575053516,-0.5
-2,25400,1999.5,1998,2001,3,0.5477225575053516,-1.0
-2,25500,1999.5,1998,2001,3,0.5477225575053516,0.0
-2,25600,1999.0,1998,2000,2,0.2738612787528996,0.0
-2,25700,1999.5,1998,2001,3,0.2738612787528996,0.0
-2,25800,2000.0,1999,2001,2,0.353553390593525,0.5
-2,25900,1999.0,1998,2000,2,0.41833001326726366,0.0
-2,26000,1999.5,1998,2001,3,0.41833001326726366,0.0
-2,26100,1999.5,1998,2001,3,0.353553390593525,-0.5
-2,26200,2000.5,2000,2001,1,0.5700877125497148,1.5
-2,26300,1999.0,1998,2000,2,0.6123724356959338,-0.5
-2,26400,2000.0,1998,2002,4,0.5700877125497148,0.5
-2,26500,1999.5,1998,2001,3,0.5700877125497148,-1.0
-2,26600,2000.0,1998,2002,4,0.5700877125497148,1.0
-2,26700,1999.5,1999,2000,1,0.4183300132672212,-0.5
-2,26800,2000.5,2000,2001,1,0.4183300132672212,1.0
-2,26900,1999.5,1998,2001,3,0.44721359550012796,-0.5
-2,27000,1998.5,1998,1999,1,0.7416198487096506,-1.0
-2,27100,1999.5,1998,2001,3,0.707106781186628,-1.0
-2,27200,1999.0,1998,2000,2,0.7416198487096506,-0.5
-2,27300,1999.5,1998,2001,3,0.44721359550012796,1.0
-2,27400,1998.5,1998,1999,1,0.5000000000001563,-1.0
-2,27500,1999.5,1998,2001,3,0.44721359550012796,0.5
-2,27600,1999.0,1998,2000,2,0.4183300132672212,-0.5
-2,27700,2000.0,1999,2001,2,0.5700877125497148,1.5
-2,27800,1999.5,1998,2001,3,0.5700877125497148,0.0
-2,27900,1999.5,1998,2001,3,0.353553390593525,0.5
-2,28000,1999.5,1998,2001,3,0.353553390593525,-0.5
-2,28100,1998.0,1997,1999,2,0.75828754440526,-1.5
-2,28200,1999.5,1998,2001,3,0.6708203932500449,0.0
-2,28300,1998.0,1997,1999,2,0.8215838362578556,-1.5
-2,28400,1999.5,1998,2001,3,0.8215838362578556,1.5
-2,28500,1999.5,1998,2001,3,0.8215838362578556,0.0
-2,28600,1999.0,1997,2001,4,0.6519202405203771,1.0
-2,28700,1999.5,1998,2001,3,0.6519202405203771,0.0
-2,28800,1999.5,1999,2000,1,0.22360679775036982,0.0
-2,28900,1999.0,1997,2001,4,0.2738612787528996,0.0
-2,29000,1998.5,1997,2000,3,0.4183300132672212,-1.0
-2,29100,1998.5,1997,2000,3,0.5000000000001563,-1.0
-2,29200,1999.0,1998,2000,2,0.4183300132672212,0.0
-2,29300,1998.5,1997,2000,3,0.2738612787528996,0.0
-2,29400,1998.0,1996,2000,4,0.353553390593525,-0.5
-2,29500,1998.5,1997,2000,3,0.353553390593525,-0.5
-2,29600,1998.5,1997,2000,3,0.353553390593525,0.0
-2,29700,1998.5,1997,2000,3,0.22360679775036982,0.5
-2,29800,1998.5,1997,2000,3,0.22360679775036982,0.0
-2,29900,1998.0,1997,1999,2,0.22360679775036982,-0.5
-2,30000,1998.5,1997,2000,3,0.22360679775036982,0.0
-2,30100,1999.0,1998,2000,2,0.353553390593525,0.5
-2,30200,1998.5,1997,2000,3,0.353553390593525,0.5
-2,30300,1999.5,1999,2000,1,0.5700877125497148,1.0
-2,30400,1998.5,1997,2000,3,0.44721359550012796,-0.5
-2,30500,1998.5,1997,2000,3,0.44721359550012796,0.0
-2,30600,1998.5,1997,2000,3,0.44721359550012796,-1.0
-2,30700,1999.5,1998,2001,3,0.5477225575052868,1.0
-2,30800,1999.5,1998,2001,3,0.5477225575052868,1.0
-2,30900,1997.5,1997,1998,1,0.8366600265341579,-1.0
-2,31000,1999.0,1998,2000,2,0.8366600265341579,-0.5
-2,31100,1999.0,1998,2000,2,0.8215838362578339,-0.5
-2,31200,1999.0,1998,2000,2,0.75828754440526,1.5
-2,31300,2000.5,2000,2001,1,1.0606601717798916,1.5
-2,31400,1999.5,1998,2001,3,0.6519202405203771,0.5
-2,31500,1999.5,1998,2001,3,0.6123724356959047,0.5
-2,31600,1999.5,1998,2001,3,0.5477225575052868,-1.0
-2,31700,2000.5,2000,2001,1,0.5477225575052868,1.0
-2,31800,1999.5,1998,2001,3,0.44721359550012796,0.0
-2,31900,1999.0,1997,2001,4,0.5477225575052868,-0.5
-2,32000,1998.0,1997,1999,2,0.9082951062293116,-2.5
-2,32100,1998.0,1997,1999,2,1.060660171779875,-1.5
-2,32200,1999.5,1998,2001,3,0.7582875444052366,0.5
-2,32300,2000.5,2000,2001,1,1.060660171779875,2.5
-2,32400,1999.0,1997,2001,4,1.060660171779875,1.0
-2,32500,1998.0,1997,1999,2,1.060660171779875,-1.5
-2,32600,1999.5,1998,2001,3,0.9082951062293116,-1.0
-2,32700,1999.5,1999,2000,1,0.9082951062293116,0.5
-2,32800,1997.5,1997,1998,1,0.9082951062293116,-0.5
-2,32900,1999.0,1997,2001,4,0.9082951062293116,-0.5
-2,33000,1999.5,1998,2001,3,0.8660254037845002,0.0
-2,33100,1998.5,1997,2000,3,0.8366600265341367,1.0
-2,33200,1998.5,1997,2000,3,0.7416198487096266,-0.5
-2,33300,1998.5,1997,2000,3,0.4472135955000882,-1.0
-2,33400,1998.5,1997,2000,3,0.4472135955000882,0.0
-2,33500,1998.5,1997,2000,3,0.0,0.0
-2,33600,1998.5,1997,2000,3,0.0,0.0
-2,33700,1998.5,1997,2000,3,0.0,0.0
-2,33800,1998.5,1997,2000,3,0.0,0.0
-2,33900,1999.5,1999,2000,1,0.4472135955000882,1.0
-2,34000,1999.5,1999,2000,1,0.5477225575052543,1.0
-2,34100,1998.5,1997,2000,3,0.5477225575052543,0.0
-2,34200,1998.5,1997,2000,3,0.5477225575052543,-1.0
-2,34300,1998.5,1997,2000,3,0.5477225575052543,-1.0
-2,34400,1998.5,1997,2000,3,0.4472135955000882,0.0
-2,34500,1998.5,1997,2000,3,0.0,0.0
-2,34600,1998.5,1997,2000,3,0.0,0.0
-2,34700,1998.5,1997,2000,3,0.0,0.0
-2,34800,1998.0,1997,1999,2,0.22360679775029038,-0.5
-2,34900,1998.5,1997,2000,3,0.22360679775029038,0.0
-2,35000,1997.5,1997,1998,1,0.44721359550012796,-1.0
-2,35100,1998.5,1997,2000,3,0.44721359550012796,0.5
-2,35200,1998.0,1997,1999,2,0.4183300132672212,-0.5
-2,35300,1998.5,1997,2000,3,0.44721359550012796,1.0
-2,35400,1999.5,1998,2001,3,0.7416198487096506,1.0
-2,35500,1999.5,1998,2001,3,0.6708203932500185,1.5
-2,35600,1999.0,1997,2001,4,0.6519202405203499,0.5
-2,35700,1999.0,1997,2001,4,0.4183300132671363,-0.5
-2,35800,1999.5,1998,2001,3,0.2738612787527699,0.0
-2,35900,1999.5,1998,2001,3,0.2738612787527699,0.5
-2,36000,1999.0,1997,2001,4,0.2738612787527699,0.0
-2,36100,2000.0,1999,2001,2,0.4183300132671363,0.5
-2,36200,1997.5,1997,1998,1,0.9617692030835805,-2.0
-2,36300,1999.5,1998,2001,3,0.9617692030835805,0.5
-2,36400,1999.5,1998,2001,3,0.9617692030835805,-0.5
-2,36500,1999.0,1998,2000,2,0.9617692030835805,1.5
-2,36600,1999.5,1998,2001,3,0.8660254037844386,0.0
-2,36700,1999.5,1998,2001,3,0.2236067977499726,0.0
-2,36800,2000.0,1999,2001,2,0.3535533905932738,1.0
-2,36900,1999.5,1998,2001,3,0.3535533905932738,0.0
-2,37000,1999.0,1997,2001,4,0.3535533905932738,-0.5
-2,37100,1999.0,1997,2001,4,0.4183300132670514,-1.0
-2,37200,1999.5,1998,2001,3,0.4183300132670514,0.0
-2,37300,1998.5,1997,2000,3,0.4183300132670514,-0.5
-2,37400,1999.0,1997,2001,4,0.3535533905932738,0.0
-2,37500,1999.0,1997,2001,4,0.3535533905932738,-0.5
-2,37600,1999.0,1997,2001,4,0.3535533905932738,0.5
-2,37700,1998.5,1997,2000,3,0.27386127875257527,-0.5
-2,37800,1998.5,1997,2000,3,0.27386127875257527,-0.5
-2,37900,1998.5,1997,2000,3,0.27386127875257527,-0.5
-2,38000,1998.5,1997,2000,3,0.2236067977499726,0.0
-2,38100,1998.5,1997,2000,3,0.0,0.0
-2,38200,1998.5,1997,2000,3,0.0,0.0
-2,38300,1998.5,1997,2000,3,0.0,0.0
-2,38400,1998.5,1997,2000,3,0.0,0.0
-2,38500,1998.5,1997,2000,3,0.0,0.0
-2,38600,1998.5,1997,2000,3,0.0,0.0
-2,38700,1998.5,1998,1999,1,0.0,0.0
-2,38800,1999.0,1998,2000,2,0.2236067977499726,0.5
-2,38900,1998.5,1997,2000,3,0.2236067977499726,0.0
-2,39000,1998.5,1997,2000,3,0.2236067977499726,0.0
-2,39100,1998.5,1997,2000,3,0.2236067977499726,-0.5
-2,39200,1998.5,1997,2000,3,0.2236067977499726,0.0
-2,39300,1998.0,1997,1999,2,0.2236067977499726,-0.5
-2,39400,1998.5,1997,2000,3,0.2236067977499726,0.0
-2,39500,1999.5,1999,2000,1,0.5477225575051895,1.0
-2,39600,1998.5,1997,2000,3,0.5477225575051895,0.5
-2,39700,1998.5,1997,2000,3,0.5477225575051895,0.0
-2,39800,1997.5,1997,1998,1,0.7071067811865777,-2.0
-2,39900,1998.5,1997,2000,3,0.7071067811865777,0.0
-2,40000,1998.5,1997,2000,3,0.4472135955000088,0.0
-2,40100,1998.5,1997,2000,3,0.4472135955000088,1.0
-2,40200,1999.5,1999,2000,1,0.7071067811865777,1.0
-2,40300,1998.5,1997,2000,3,0.4472135955000088,0.0
-2,40400,1998.5,1997,2000,3,0.4472135955000088,0.0
-2,40500,1998.5,1997,2000,3,0.4472135955000088,-1.0
-2,40600,1998.5,1997,2000,3,0.4472135955000088,0.0
-2,40700,1999.0,1998,2000,2,0.2236067977501315,0.5
-2,40800,1998.5,1997,2000,3,0.2236067977501315,0.0
-2,40900,1997.5,1997,1998,1,0.5477225575052543,-1.0
-2,41000,1999.5,1999,2000,1,0.7416198487096506,0.5
-2,41100,1999.5,1999,2000,1,0.8366600265341579,1.0
-2,41200,1999.0,1998,2000,2,0.8366600265341579,1.5
-2,41300,1998.5,1997,2000,3,0.8366600265341579,-1.0
-2,41400,1998.0,1997,1999,2,0.6519202405204044,-1.5
-2,41500,1997.5,1997,1998,1,0.7905694150422207,-1.5
-2,41600,1998.0,1996,2000,4,0.570087712549746,-0.5
-2,41700,1998.5,1997,2000,3,0.4183300132673061,0.5
-2,41800,1998.0,1997,1999,2,0.3535533905935752,0.5
-2,41900,1997.5,1997,1998,1,0.4183300132673061,-0.5
-2,42000,1998.5,1997,2000,3,0.4183300132673061,0.0
-2,42100,1998.5,1997,2000,3,0.4472135955002074,0.5
-2,42200,1998.0,1996,2000,4,0.4183300132673061,0.5
-2,42300,1997.0,1996,1998,2,0.6519202405204588,-1.5
-2,42400,1998.0,1996,2000,4,0.6123724356959918,-0.5
-2,42500,1998.5,1997,2000,3,0.6123724356959918,0.5
-2,42600,1998.5,1997,2000,3,0.6123724356959918,1.5
-2,42700,1999.5,1999,2000,1,0.9082951062293899,1.5
-2,42800,1998.5,1997,2000,3,0.5477225575054165,0.0
-2,42900,1998.0,1997,1999,2,0.5477225575054165,-0.5
-2,43000,1998.5,1997,2000,3,0.5477225575054165,-1.0
-2,43100,1998.0,1997,1999,2,0.6123724356960207,-0.5
-2,43200,1999.0,1998,2000,2,0.4183300132673486,1.0
-2,43300,1999.0,1997,2001,4,0.5000000000002629,0.5
-2,43400,1999.0,1997,2001,4,0.4472135955002471,1.0
-2,43500,1999.5,1998,2001,3,0.547722557505384,0.5
-2,43600,1999.5,1998,2001,3,0.27386127875296445,0.5
-2,43700,2000.5,2000,2001,1,0.6123724356959628,1.5
