day_label,timestamp,mid_price,bid_price_1,ask_price_1,bid_ask_spread,rolling_volatility,momentum,step_change
-2,3500,2001.5,2001,2002,1,0.8366600265340858,1.0,0.0
-2,3600,2002.0,2000,2004,4,0.6708203932499285,1.5,0.5
-2,3700,2001.5,2000,2003,3,0.5477225575051441,0.0,0.5
-2,3800,2002.5,2001,2004,3,0.44721359549991346,1.0,1.0
-2,3900,2000.0,1999,2001,2,0.9354143466934663,-2.0,2.5
-2,4000,2001.5,2000,2003,3,0.9354143466934663,0.0,1.5
-2,4100,2000.0,1999,2001,2,1.0839741694339091,-2.5,1.5
-2,4200,2000.5,1999,2002,3,1.0839741694339091,0.5,0.5
-2,4300,2000.5,1999,2002,3,0.6123724356957772,-1.0,0.0
-2,4400,1999.0,1998,2000,2,0.9082951062292256,-1.0,1.5
-2,4500,1999.5,1998,2001,3,0.65192024052023,-1.0,0.5
-2,4600,2000.0,1998,2002,4,0.65192024052023,-0.5,0.5
-2,4700,1997.5,1996,1999,3,1.1510864433221104,-1.5,2.5
-2,4800,1999.5,1998,2001,3,0.9617692030835362,0.0,2.0
-2,4900,1998.5,1997,2000,3,0.9999999999999716,-1.5,1.0
-2,5000,1997.5,1997,1998,1,1.1401754250990994,0.0,1.0
-2,5100,1999.0,1997,2001,4,0.8944271909998348,-0.5,1.5
-2,5200,1999.5,1998,2001,3,0.8366600265339795,1.0,0.5
-2,5300,1999.5,1998,2001,3,0.8366600265339795,2.0,0.0
-2,5400,2000.5,1999,2002,3,1.0954451150102524,1.5,1.0
-2,5500,2001.5,2001,2002,1,0.9999999999999005,2.0,1.0
-2,5600,2001.0,2000,2002,2,0.8944271909997952,1.5,0.5
-2,5700,1997.5,1997,1998,1,1.5811388300841134,-3.0,3.5
-2,5800,1997.5,1996,1999,3,1.9493588689617154,-4.0,0.0
-2,5900,1997.0,1995,1999,4,2.1621748310439024,-4.0,0.5
-2,6000,1996.5,1995,1998,3,1.7818529681205015,-1.0,0.5
-2,6100,1997.0,1995,1999,4,0.41833001326694946,-0.5,0.5
-2,6200,1997.5,1996,1999,3,0.41833001326694946,0.5,0.5
-2,6300,1999.0,1997,2001,4,0.9617692030834992,2.5,1.5
-2,6400,1999.5,1999,2000,1,1.294217910554406,2.5,0.5
-2,6500,2001.5,2000,2003,3,1.7818529681204616,4.0,2.0
-2,6600,2001.0,1999,2003,4,1.6046806535880047,2.0,0.5
-2,6700,2002.5,2001,2004,3,1.4404860290886439,3.0,1.5
-2,6800,2003.5,2002,2005,3,1.5165750888101779,2.0,1.0
-2,6900,2002.5,2001,2004,3,0.9746794344807193,1.5,1.0
-2,7000,2000.0,1999,2001,2,1.3874436925510523,-2.5,2.5
-2,7100,1999.5,1999,2000,1,1.7464249196571875,-4.0,0.5
-2,7200,2001.5,2000,2003,3,1.673320053068027,-1.0,2.0
-2,7300,2001.5,2000,2003,3,1.224744871391444,1.5,0.0
-2,7400,2004.0,2003,2005,2,1.753567791674928,4.5,2.5
-2,7500,2004.5,2003,2006,3,2.049390153191839,3.0,0.5
-2,7600,2004.5,2003,2006,3,1.5652475842497289,3.0,0.0
-2,7700,2003.5,2002,2005,3,1.2449899597987066,-0.5,1.0
-2,7800,2005.0,2004,2006,2,0.5700877125492662,0.5,1.5
-2,7900,2005.5,2004,2007,3,0.7416198487093536,1.0,0.5
-2,8000,2004.5,2003,2006,3,0.7416198487093536,1.0,1.0
-2,8100,2003.5,2002,2005,3,0.8944271909997554,-1.5,1.0
-2,8200,2003.0,2002,2004,2,1.0368220676662263,-2.5,0.5
-2,8300,2003.0,2002,2004,2,1.0839741694337945,-1.5,0.0
-2,8400,2003.5,2002,2005,3,0.6123724356955741,0.0,0.5
-2,8500,2002.5,2002,2003,1,0.41833001326669467,-0.5,1.0
-2,8600,2004.5,2003,2006,3,0.7582875444049695,1.5,2.0
-2,8700,2005.0,2004,2006,2,1.0368220676662434,1.5,0.5
-2,8800,2004.5,2004,2005,1,0.9999999999998472,2.0,0.5
-2,8900,2003.5,2002,2005,3,0.9999999999998472,-1.0,1.0
-2,9000,2003.0,2002,2004,2,0.8215838362575442,-2.0,0.5
-2,9100,2004.0,2002,2006,4,0.7905694150418746,-0.5,1.0
-2,9200,2003.5,2002,2005,3,0.5700877125492662,0.0,0.5
-2,9300,2005.0,2004,2006,2,0.7582875444049461,2.0,1.5
-2,9400,2003.0,2002,2004,2,0.8366600265338947,-1.0,2.0
-2,9500,2002.5,2001,2004,3,0.9617692030833884,-1.0,0.5
-2,9600,2003.0,2002,2004,2,0.9617692030833884,-2.0,0.5
-2,9700,2002.5,2001,2004,3,1.0368220676662263,-0.5,0.5
-2,9800,2003.5,2002,2005,3,0.4183300132666522,1.0,1.0
-2,9900,2003.0,2002,2004,2,0.4183300132666522,0.0,0.5
-2,10000,2003.5,2002,2005,3,0.4183300132666522,1.0,0.5
-2,10100,2004.5,2003,2006,3,0.7416198487093296,1.0,1.0
-2,10200,2005.0,2003,2007,4,0.821583836257501,2.0,0.5
-2,10300,2006.5,2006,2007,1,1.3693063937627623,3.0,1.5
-2,10400,2005.5,2004,2007,3,1.1180339887497073,1.0,1.0
-2,10500,2006.0,2004,2008,4,0.7905694150418296,1.0,0.5
-2,10600,2005.0,2004,2006,2,0.6519202405199302,-1.5,1.0
-2,10700,2005.5,2004,2007,3,0.5700877125492038,0.0,0.5
-2,10800,2004.5,2003,2006,3,0.5700877125492038,-1.5,1.0
-2,10900,2005.5,2004,2007,3,0.5700877125492038,0.5,1.0
-2,11000,2005.5,2004,2007,3,0.44721359549947654,0.0,0.0
-2,11100,2005.5,2004,2007,3,0.44721359549947654,1.0,0.0
-2,11200,2004.5,2003,2006,3,0.5477225575047548,-1.0,1.0
-2,11300,2004.5,2003,2006,3,0.5477225575047548,-1.0,0.0
-2,11400,2004.0,2002,2006,4,0.6708203932495842,-1.5,0.5
-2,11500,2004.5,2003,2006,3,0.5477225575047224,0.0,0.5
-2,11600,2003.5,2002,2005,3,0.4472135954993971,-1.0,1.0
-2,11700,2004.5,2003,2006,3,0.4472135954993971,0.5,1.0
-2,11800,2005.0,2003,2007,4,0.5700877125491415,0.5,0.5
-2,11900,2005.5,2004,2007,3,0.7416198487092578,2.0,0.5
-2,12000,2004.5,2003,2006,3,0.7416198487092578,0.0,1.0
-2,12100,2004.5,2003,2006,3,0.44721359549947654,-0.5,0.0
-2,12200,2002.5,2001,2004,3,1.1401754250989746,-3.0,2.0
-2,12300,2003.5,2002,2005,3,1.1401754250989746,-1.0,1.0
-2,12400,2002.5,2001,2004,3,0.9999999999997939,-2.0,1.0
-2,12500,2003.5,2002,2005,3,0.836660026533831,1.0,1.0
-2,12600,2002.0,2000,2004,4,0.6708203932496106,-1.5,1.5
-2,12700,2003.5,2002,2005,3,0.707106781186241,1.0,1.5
-2,12800,2003.0,2001,2005,4,0.6519202405199302,-0.5,0.5
-2,12900,2003.5,2003,2004,1,0.6519202405199302,1.5,0.5
-2,13000,2002.5,2002,2003,1,0.6519202405199302,-1.0,1.0
-2,13100,2000.0,1999,2001,2,1.4577379737111666,-3.0,2.5
-2,13200,1997.0,1995,1999,4,2.7064737205447975,-6.5,3.0
-2,13300,1997.5,1996,1999,3,2.902585054739921,-5.0,0.5
-2,13400,1997.0,1995,1999,4,2.4135036772293152,-3.0,0.5
-2,13500,1998.0,1997,1999,2,1.244989959798621,1.0,1.0
-2,13600,2000.0,1999,2001,2,1.244989959798621,2.5,2.0
-2,13700,1997.0,1995,1999,4,1.244989959798621,0.0,3.0
-2,13800,1996.5,1995,1998,3,1.3964240043766714,-1.5,0.5
-2,13900,1997.5,1996,1999,3,1.350925608610394,-2.5,1.0
-2,14000,1999.0,1997,2001,4,1.4577379737111058,2.0,1.5
-2,14100,1999.5,1998,2001,3,1.2942179105542138,3.0,0.5
-2,14200,1996.5,1995,1998,3,1.3964240043766332,-1.0,3.0
-2,14300,1995.5,1994,1997,3,1.6733200530679209,-3.5,1.0
-2,14400,1996.5,1995,1998,3,1.7464249196570858,-3.0,1.0
-2,14500,1997.5,1996,1999,3,1.5165750888100842,1.0,1.0
-2,14600,1997.5,1996,1999,3,0.8366600265336186,2.0,0.0
-2,14700,1998.0,1997,1999,2,0.9999999999996163,1.5,0.5
-2,14800,1997.5,1996,1999,3,0.547722557504463,0.0,0.5
-2,14900,1999.5,1998,2001,3,0.8660254037839792,2.0,2.0
-2,15000,1999.5,1998,2001,3,1.0246950765955563,1.5,0.0
-2,15100,1999.0,1997,2001,4,0.9082951062287757,1.5,0.5
-2,15200,1999.5,1998,2001,3,0.8660254037839382,0.0,0.5
-2,15300,1998.5,1997,2000,3,0.44721359549899986,-1.0,1.0
-2,15400,1997.5,1996,1999,3,0.836660026533555,-1.5,1.0
-2,15500,1998.0,1997,1999,2,0.7905694150415375,-1.5,0.5
-2,15600,2000.5,1999,2002,3,1.2041594578788737,2.0,2.5
-2,15700,1999.0,1997,2001,4,1.1510864433217554,1.5,1.5
-2,15800,1999.5,1998,2001,3,1.193733638630959,1.5,0.5
-2,15900,1998.5,1997,2000,3,0.9617692030830745,-2.0,1.0
-2,16000,1997.0,1996,1998,2,1.2942179105541451,-2.0,1.5
-2,16100,1997.5,1997,1998,1,1.0368220676659865,-2.0,0.5
-2,16200,1997.0,1996,1998,2,1.083974169433565,-1.5,0.5
-2,16300,1996.5,1995,1998,3,0.7582875444046415,-0.5,0.5
-2,16400,1994.5,1994,1995,1,1.1726039399555181,-3.0,2.0
-2,16500,1995.5,1994,1997,3,1.2041594578789032,-1.5,1.0
-2,16600,1996.0,1994,1998,4,0.9617692030831668,-0.5,0.5
-2,16700,1996.0,1994,1998,4,0.758287544404665,1.5,0.0
-2,16800,1995.5,1994,1997,3,0.612372435695197,0.0,0.5
-2,16900,1995.5,1994,1997,3,0.27386127875125205,-0.5,0.0
-2,17000,1995.0,1993,1997,4,0.41833001326614266,-1.0,0.5
-2,17100,1995.0,1993,1997,4,0.41833001326614266,-0.5,0.0
-2,17200,1995.5,1994,1997,3,0.27386127875125205,0.0,0.5
-2,17300,1996.5,1995,1998,3,0.612372435695197,1.5,1.0
-2,17400,1997.0,1995,1999,4,0.908295106228854,2.0,0.5
-2,17500,1997.0,1996,1998,2,0.908295106228854,1.5,0.0
-2,17600,1996.0,1994,1998,4,0.6519202405197123,-0.5,1.0
-2,17700,1995.5,1994,1997,3,0.6519202405197123,-1.5,0.5
-2,17800,1996.5,1995,1998,3,0.6519202405197123,-0.5,1.0
-2,17900,1995.5,1994,1997,3,0.6519202405197123,-0.5,1.0
-2,18000,1996.0,1995,1997,2,0.41833001326614266,0.5,0.5
-2,18100,1995.5,1994,1997,3,0.44721359549911904,-1.0,0.5
-2,18200,1995.5,1994,1997,3,0.44721359549911904,0.0,0.0
-2,18300,1994.0,1993,1995,2,0.7582875444046415,-2.0,1.5
-2,18400,1995.0,1993,1997,4,0.7582875444046415,-0.5,1.0
-2,18500,1994.0,1993,1995,2,0.7582875444046415,-1.5,1.0
-2,18600,1994.5,1993,1996,3,0.6519202405196578,0.5,0.5
-2,18700,1996.0,1995,1997,2,0.8366600265335762,1.0,1.5
-2,18800,1995.5,1994,1997,3,0.7905694150415601,1.5,0.5
-2,18900,1995.0,1994,1996,2,0.7905694150415601,0.5,0.5
-2,19000,1996.5,1995,1998,3,0.7905694150415601,0.5,1.5
-2,19100,1995.0,1994,1996,2,0.6519202405196033,-0.5,1.5
-2,19200,1994.5,1993,1996,3,0.7582875444045712,-0.5,0.5
-2,19300,1995.5,1994,1997,3,0.7582875444045712,-1.0,1.0
-2,19400,1995.0,1993,1997,4,0.7582875444045712,0.0,0.5
-2,19500,1995.5,1994,1997,3,0.4183300132659728,1.0,0.5
-2,19600,1996.5,1995,1998,3,0.7416198487089464,1.0,1.0
-2,19700,1996.5,1995,1998,3,0.6708203932492399,1.5,0.0
-2,19800,1996.5,1995,1998,3,0.7071067811858893,1.0,0.0
-2,19900,1996.5,1995,1998,3,0.4472135954989204,0.0,0.0
-2,20000,1996.0,1994,1998,4,0.2236067977479548,-0.5,0.5
-2,20100,1995.0,1994,1996,2,0.6519202405195488,-1.5,1.0
-2,20200,1996.5,1995,1998,3,0.6519202405195488,0.0,1.5
-2,20300,1996.5,1996,1997,1,0.6519202405195488,0.5,0.0
-2,20400,1995.0,1993,1997,4,0.7582875444045244,0.0,1.5
-2,20500,1994.0,1993,1995,2,1.0839741694335159,-2.5,1.0
-2,20600,1995.5,1994,1997,3,1.0606601717793824,-1.0,1.5
-2,20700,1996.5,1995,1998,3,1.0606601717793824,1.5,1.0
-2,20800,1996.5,1995,1998,3,1.0606601717793824,2.5,0.0
-2,20900,1995.0,1993,1997,4,1.0606601717793824,-0.5,1.5
-2,21000,1993.5,1992,1995,3,1.244989959798521,-3.0,1.5
-2,21100,1993.5,1992,1995,3,1.4999999999997087,-3.0,0.0
-2,21200,1992.5,1991,1994,3,1.5652475842495814,-2.5,1.0
-2,21300,1993.5,1992,1995,3,0.8944271909994576,0.0,1.0
-2,21400,1992.0,1991,1993,2,0.7071067811859396,-1.5,1.5
-2,21500,1993.5,1992,1995,3,0.7071067811859396,1.0,1.5
-2,21600,1992.0,1991,1993,2,0.7582875444045947,-1.5,1.5
-2,21700,1991.5,1990,1993,3,0.9354143466930296,-0.5,0.5
-2,21800,1992.0,1991,1993,2,0.7582875444045947,-1.5,0.5
-2,21900,1992.0,1990,1994,4,0.7582875444045947,0.0,0.0
-2,22000,1992.0,1990,1994,4,0.2236067977481137,0.5,0.0
-2,22100,1993.5,1992,1995,3,0.7582875444045947,1.5,1.5
-2,22200,1993.0,1991,1995,4,0.7071067811859396,1.0,0.5
-2,22300,1991.5,1991,1992,1,0.8215838362572415,-0.5,1.5
-2,22400,1995.5,1995,1996,1,1.557241150239494,2.0,4.0
-2,22500,1995.5,1994,1997,3,1.7175564037315567,2.5,0.0
-2,22600,1995.0,1994,1996,2,1.7818529681203519,3.5,0.5
-2,22700,1995.5,1994,1997,3,1.7464249196571162,0.0,0.5
-2,22800,1995.5,1994,1997,3,0.22360679774874923,0.0,0.0
-2,22900,1994.5,1994,1995,1,0.44721359549935735,-0.5,1.0
-2,23000,1995.5,1994,1997,3,0.44721359549935735,0.0,1.0
-2,23100,1995.0,1994,1996,2,0.44721359549935735,-0.5,0.5
-2,23200,1996.5,1995,1998,3,0.741619848709186,2.0,1.5
-2,23300,1997.0,1996,1998,2,1.0368220676661064,1.5,0.5
-2,23400,1996.0,1994,1998,4,0.7905694150417173,1.0,1.0
-2,23500,1995.5,1994,1997,3,0.7905694150417173,-1.0,0.5
-2,23600,1996.0,1995,1997,2,0.570087712549048,-1.0,0.5
-2,23700,1996.0,1995,1997,2,0.5477225575046252,0.0,0.0
-2,23800,1995.5,1994,1997,3,0.27386127875144667,0.0,0.5
-2,23900,1994.0,1992,1996,4,0.8215838362573928,-2.0,1.5
-2,24000,1994.5,1994,1995,1,0.9082951062289323,-1.5,0.5
-2,24100,1994.5,1993,1996,3,0.8215838362574145,-1.0,0.0
-2,24200,1993.0,1992,1994,2,0.9082951062289518,-1.0,1.5
-2,24300,1994.0,1992,1996,4,0.612372435695342,-0.5,1.0
-2,24400,1993.5,1992,1995,3,0.6519202405198485,-1.0,0.5
-2,24500,1994.5,1994,1995,1,0.6519202405198485,1.5,1.0
-2,24600,1992.5,1991,1994,3,0.7905694150417623,-1.5,2.0
-2,24700,1991.0,1990,1992,2,1.38744369255095,-2.5,1.5
-2,24800,1991.0,1989,1993,4,1.541103500742046,-3.5,0.0
-2,24900,1990.5,1989,1992,3,1.635542723379438,-2.0,0.5
-2,25000,1991.0,1989,1993,4,0.7582875444048289,0.0,0.5
-2,25100,1992.5,1992,1993,1,0.7582875444048289,1.5,1.5
-2,25200,1990.5,1989,1992,3,0.8215838362574361,0.0,2.0
-2,25300,1992.0,1991,1993,2,0.9082951062289714,1.0,1.5
-2,25400,1994.5,1993,1996,3,1.5572411502396082,2.0,2.5
-2,25500,1993.5,1992,1995,3,1.5165750888101897,3.0,1.0
-2,25600,1992.0,1991,1993,2,1.5411035007421265,0.0,1.5
-2,25700,1993.5,1992,1995,3,1.0839741694337781,-1.0,1.5
-2,25800,1993.5,1992,1995,3,0.8944271909997356,0.0,0.0
-2,25900,1992.0,1991,1993,2,0.8215838362575875,0.0,1.5
-2,26000,1993.5,1992,1995,3,0.8215838362575875,0.0,1.5
-2,26100,1993.0,1991,1995,4,0.6519202405200393,-0.5,0.5
-2,26200,1992.5,1992,1993,1,0.6519202405200393,0.5,0.5
-2,26300,1993.0,1992,1994,2,0.5700877125493284,-0.5,0.5
-2,26400,1993.0,1991,1995,4,0.353553390592902,0.0,0.0
-2,26500,1992.5,1991,1994,3,0.27386127875209526,0.0,0.5
-2,26600,1993.5,1992,1995,3,0.41833001326669467,0.5,1.0
-2,26700,1995.5,1995,1996,1,1.1726039399557302,2.5,2.0
-2,26800,1996.5,1996,1997,1,1.7175564037316704,4.0,1.0
-2,26900,1995.5,1994,1997,3,1.643167672515389,2.0,1.0
-2,27000,1993.5,1992,1995,3,1.341640786499743,-2.0,2.0
-2,27100,1993.0,1991,1995,4,1.4832396974189923,-3.5,0.5
-2,27200,1992.0,1991,1993,2,1.8506755523320435,-3.5,1.0
-2,27300,1993.0,1991,1995,4,1.2942179105542688,-0.5,1.0
-2,27400,1992.5,1992,1993,1,0.5700877125491415,-0.5,0.5
-2,27500,1993.5,1992,1995,3,0.5700877125491415,1.5,1.0
-2,27600,1993.0,1992,1994,2,0.5700877125491415,0.0,0.5
-2,27700,1994.0,1993,1995,2,0.5700877125491415,1.5,1.0
-2,27800,1994.5,1993,1996,3,0.7905694150417848,1.0,0.5
-2,27900,1993.5,1992,1995,3,0.5700877125491415,0.5,1.0
-2,28000,1994.5,1993,1996,3,0.6519202405198757,0.5,1.0
-2,28100,1993.5,1993,1994,1,0.4999999999994671,-1.0,1.0
-2,28200,1995.5,1994,1997,3,0.8366600265337673,2.0,2.0
-2,28300,1993.0,1992,1994,2,0.9999999999997407,-1.5,2.5
-2,28400,1994.0,1992,1996,4,0.961769203083296,0.5,1.0
-2,28500,1994.0,1992,1996,4,0.9354143466932004,-1.5,0.0
-2,28600,1993.5,1992,1995,3,0.9354143466932004,0.5,0.5
-2,28700,1994.5,1993,1996,3,0.5700877125491103,0.5,1.0
-2,28800,1995.5,1995,1996,1,0.7582875444048289,1.5,1.0
-2,28900,1994.5,1993,1996,3,0.7416198487092338,1.0,1.0
-2,29000,1993.5,1992,1995,3,0.8366600265337673,-1.0,1.0
-2,29100,1993.5,1992,1995,3,0.8366600265337673,-2.0,0.0
-2,29200,1994.5,1994,1995,1,0.8366600265337673,0.0,1.0
-2,29300,1994.5,1993,1996,3,0.54772255750469,1.0,0.0
-2,29400,1993.0,1991,1995,4,0.6708203932495312,-0.5,1.5
-2,29500,1991.5,1990,1993,3,1.244989959798678,-3.0,1.5
-2,29600,1992.0,1990,1994,4,1.3874436925509754,-2.5,0.5
-2,29700,1991.5,1990,1993,3,1.2747548783979787,-1.5,0.5
-2,29800,1990.5,1989,1992,3,0.9082951062289518,-1.0,1.0
-2,29900,1990.0,1989,1991,2,0.8215838362574145,-2.0,0.5
-2,30000,1988.5,1987,1990,3,1.3693063937627103,-3.0,1.5
-2,30100,1988.0,1987,1989,2,1.4404860290886068,-2.5,0.5
-2,30200,1987.5,1986,1989,3,1.2942179105542961,-2.5,0.5
-2,30300,1988.5,1988,1989,1,0.9354143466932575,0.0,1.0
-2,30400,1987.5,1986,1989,3,0.4999999999995737,-0.5,1.0
-2,30500,1987.0,1985,1989,4,0.5700877125492038,-0.5,0.5
-2,30600,1987.0,1985,1989,4,0.6123724356954581,-1.5,0.0
-2,30700,1987.0,1985,1989,4,0.6519202405199576,-0.5,0.0
-2,30800,1986.0,1984,1988,4,0.5477225575048522,-1.0,1.0
-2,30900,1985.5,1984,1987,3,0.7071067811863164,-1.5,0.5
-2,31000,1985.5,1985,1986,1,0.7582875444049461,-1.5,0.0
-2,31100,1986.0,1985,1987,2,0.612372435695545,0.0,0.5
-2,31200,1984.0,1983,1985,2,0.8215838362575875,-1.5,2.0
-2,31300,1984.5,1984,1985,1,0.8215838362575875,-1.0,0.5
-2,31400,1984.5,1983,1986,3,0.8215838362575875,-1.5,0.0
-2,31500,1984.5,1983,1986,3,0.7582875444049929,0.5,0.0
-2,31600,1984.5,1983,1986,3,0.22360679774946418,0.0,0.0
-2,31700,1984.5,1984,1985,1,0.0,0.0,0.0
-2,31800,1985.5,1984,1987,3,0.44721359549967515,1.0,1.0
-2,31900,1985.5,1984,1987,3,0.547722557504917,1.0,0.0
-2,32000,1987.0,1986,1988,2,1.024695076595799,2.5,1.5
-2,32100,1987.0,1986,1988,2,1.0839741694337617,1.5,0.0
-2,32200,1987.5,1986,1989,3,0.9354143466932575,2.0,0.5
-2,32300,1988.5,1988,1989,1,1.0839741694337617,1.5,1.0
-2,32400,1989.0,1987,1991,4,0.9082951062290692,2.0,0.5
-2,32500,1990.0,1989,1991,2,1.193733638631182,2.5,1.0
-2,32600,1991.0,1989,1993,4,1.3509256086104728,2.5,1.0
-2,32700,1993.0,1992,1994,2,1.7888543819997174,4.0,2.0
-2,32800,1989.5,1989,1990,1,1.5811388300840683,-0.5,3.5
-2,32900,1990.5,1989,1992,3,1.350925608610486,-0.5,1.0
-2,33000,1991.5,1990,1993,3,1.2942179105543374,-1.5,1.0
-2,33100,1992.5,1991,1994,3,1.4317821063274978,3.0,1.0
-2,33200,1992.5,1991,1994,3,1.3038404810404027,2.0,0.0
-2,33300,1990.5,1990,1991,1,0.9999999999998472,-1.0,2.0
-2,33400,1991.5,1990,1993,3,0.8366600265338947,-1.0,1.0
-2,33500,1992.0,1990,1994,4,0.8366600265338947,-0.5,0.5
-2,33600,1991.5,1990,1993,3,0.7416198487093536,1.0,0.5
-2,33700,1992.5,1991,1994,3,0.7416198487093536,1.0,1.0
-2,33800,1994.5,1993,1996,3,1.244989959798735,2.5,2.0
-2,33900,1995.5,1995,1996,1,1.7175564037316498,4.0,1.0
-2,34000,1996.0,1995,1997,2,1.9364916731036002,3.5,0.5
-2,34100,1993.5,1992,1995,3,1.4317821063274978,-1.0,2.5
-2,34200,1994.0,1992,1996,4,1.036822067666175,-1.5,0.5
-2,34300,1994.5,1993,1996,3,1.036822067666175,-1.5,0.5
-2,34400,1995.5,1994,1997,3,1.036822067666175,2.0,1.0
-2,34500,1994.5,1993,1996,3,0.7416198487092818,0.5,1.0
-2,34600,1993.5,1992,1995,3,0.7416198487092818,-1.0,1.0
-2,34700,1993.5,1992,1995,3,0.8366600265338098,-2.0,0.0
-2,34800,1992.0,1991,1993,2,1.3038404810403483,-2.5,1.5
-2,34900,1992.0,1990,1994,4,1.0839741694336962,-1.5,0.0
-2,35000,1992.5,1991,1994,3,0.7582875444047821,-1.0,0.5
-2,35100,1993.0,1991,1995,4,0.6519202405198485,1.0,0.5
-2,35200,1992.0,1991,1993,2,0.44721359549931766,0.0,1.0
-2,35300,1994.5,1993,1996,3,1.0368220676661235,2.0,2.5
-2,35400,1994.5,1993,1996,3,1.1510864433219097,1.5,0.0
-2,35500,1992.5,1991,1994,3,1.1510864433219097,0.5,2.0
-2,35600,1991.5,1990,1993,3,1.4142135623729142,-3.0,1.0
-2,35700,1991.5,1990,1993,3,1.5165750888101546,-3.0,0.0
-2,35800,1992.5,1991,1994,3,1.224744871391415,0.0,1.0
-2,35900,1992.0,1990,1994,4,0.4999999999995737,0.5,0.5
-2,36000,1992.5,1991,1994,3,0.4999999999995737,1.0,0.5
-2,36100,1992.5,1992,1993,1,0.44721359549947654,0.0,0.0
-2,36200,1991.5,1990,1993,3,0.44721359549947654,-0.5,1.0
-2,36300,1990.5,1989,1992,3,0.8366600265338098,-2.0,1.0
-2,36400,1992.5,1991,1994,3,0.8944271909996561,0.0,2.0
-2,36500,1992.0,1991,1993,2,0.8366600265338098,0.5,0.5
-2,36600,1993.0,1991,1995,4,0.9617692030833146,2.5,1.0
-2,36700,1993.0,1991,1995,4,1.0368220676661406,0.5,0.0
-2,36800,1992.0,1991,1993,2,0.4999999999994671,0.0,1.0
-2,36900,1991.0,1989,1993,4,0.8366600265337673,-2.0,1.0
-2,37000,1990.5,1989,1992,3,1.140175425098928,-2.5,0.5
-2,37100,1991.0,1989,1993,4,0.9999999999997762,-1.0,0.5
-2,37200,1991.5,1990,1993,3,0.5700877125491727,0.5,0.5
-2,37300,1991.5,1990,1993,3,0.4183300132665248,1.0,0.0
-2,37400,1992.0,1990,1994,4,0.5700877125492038,1.0,0.5
-2,37500,1992.5,1991,1994,3,0.5700877125492038,1.0,0.5
-2,37600,1992.5,1991,1994,3,0.4999999999995737,1.0,0.0
-2,37700,1993.5,1992,1995,3,0.7416198487092578,1.5,1.0
-2,37800,1991.0,1989,1993,4,0.9082951062289714,-1.5,2.5
-2,37900,1991.5,1990,1993,3,0.9746794344806463,-1.0,0.5
-2,38000,1992.5,1991,1994,3,0.9746794344806463,-1.0,1.0
-2,38100,1992.5,1991,1994,3,0.9746794344806463,1.5,0.0
-2,38200,1991.5,1990,1993,3,0.6708203932495842,0.0,1.0
