timestamp,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3
11000,1998,27,,,,,2001,27,,,,
11100,1998,29,,,,,2001,29,,,,
11200,1998,21,,,,,2001,21,,,,
11300,1998,22,,,,,2001,23,,,,
11400,1997,30,,,,,1998,1,2001.0,30.0,,
11500,1997,24,,,,,2001,24,,,,
11600,1997,30,,,,,2001,30,,,,
11700,1997,23,,,,,2001,23,,,,
11800,1998,2,1997.0,29.0,,,2001,31,,,,
11900,1998,1,1997.0,22.0,,,2001,23,,,,
12000,1998,28,,,,,2001,30,,,,
12100,1998,28,,,,,2001,21,,,,
12200,1997,23,,,,,2001,23,,,,
12300,1997,28,,,,,2001,28,,,,
12400,1997,25,,,,,2001,25,,,,
12500,1998,30,,,,,2001,29,,,,
12600,1998,27,,,,,2001,27,,,,
12700,1998,23,,,,,2001,23,,,,
12800,1998,20,,,,,2001,20,,,,
12900,2000,1,1998.0,20.0,,,2001,20,,,,
13000,2000,2,1998.0,31.0,,,2001,31,,,,
13100,1999,6,1998.0,22.0,,,2001,22,,,,
13200,1998,23,,,,,2001,23,,,,
13300,1998,29,,,,,2001,29,,,,
13400,1998,28,,,,,2002,28,,,,
13500,1998,26,,,,,2000,4,2002.0,27.0,,
13600,1999,3,1998.0,24.0,,,2002,24,,,,
13700,1998,21,,,,,2001,21,,,,
13800,1998,22,,,,,2002,22,,,,
13900,1998,21,,,,,2001,1,2002.0,20.0,,
14000,1998,25,,,,,2001,25,,,,
14100,1998,27,,,,,2001,27,,,,
14200,1998,25,,,,,2001,25,,,,
14300,1998,24,,,,,2001,25,,,,
14400,1998,20,,,,,2001,20,,,,
14500,1998,31,,,,,2001,31,,,,
14600,1998,21,,,,,2001,21,,,,
14700,1998,20,,,,,2000,4,2001.0,20.0,,
14800,1998,33,,,,,2001,30,,,,
14900,1998,30,,,,,2001,29,,,,
15000,1998,23,,,,,2001,23,,,,
15100,1998,29,,,,,2001,29,,,,
15200,1998,28,,,,,2001,28,,,,
15300,1998,26,,,,,2002,26,,,,
15400,1998,22,,,,,2002,22,,,,
15500,1998,25,,,,,2000,1,2002.0,25.0,,
15600,1998,25,,,,,2002,25,,,,
15700,1998,31,,,,,2001,2,2002.0,29.0,,
15800,1998,21,,,,,2001,1,2002.0,20.0,,
15900,1998,26,,,,,2001,1,2002.0,25.0,,
16000,1998,22,,,,,2000,8,2001.0,1.0,2002.0,21.0
16100,2000,1,1998.0,27.0,,,2001,27,,,,
16200,2000,4,1999.0,6.0,1998.0,29.0,2002,30,,,,
16300,1998,30,,,,,2002,30,,,,
16400,1998,29,,,,,1999,6,2002.0,29.0,,
16500,1998,27,,,,,2001,27,,,,
16600,1998,23,,,,,2001,23,,,,
16700,1998,24,,,,,2001,24,,,,
16800,1998,21,,,,,2001,21,,,,
16900,1998,26,,,,,2001,1,2002.0,25.0,,
17000,1998,29,,,,,2002,29,,,,
17100,1998,25,,,,,2002,25,,,,
17200,1998,20,,,,,2001,30,,,,
17300,1998,25,,,,,2001,25,,,,
17400,1998,26,,,,,2001,26,,,,
17500,1998,25,,,,,2001,22,,,,
17600,1998,31,,,,,2001,31,,,,
17700,1998,28,,,,,2001,28,,,,
17800,1998,30,,,,,2001,30,,,,
17900,1998,22,,,,,2001,22,,,,
18000,1999,3,1998.0,30.0,,,2001,30,,,,
18100,1998,26,,,,,2001,27,,,,
18200,1998,37,,,,,2001,29,,,,
18300,1998,27,,,,,2000,8,2002.0,27.0,,
18400,1998,21,,,,,2001,1,2002.0,20.0,,
18500,1998,26,,,,,2000,7,2002.0,26.0,,
18600,1998,30,,,,,2002,31,,,,
18700,1999,11,1998.0,32.0,,,2002,32,,,,
18800,1998,26,,,,,2002,26,,,,
18900,1998,25,,,,,2000,5,2002.0,25.0,,
19000,1999,1,1998.0,23.0,,,2002,24,,,,
19100,1999,1,1998.0,23.0,,,2000,8,2002.0,24.0,,
19200,1998,24,,,,,1999,1,2002.0,24.0,,
19300,1999,2,1998.0,29.0,,,2002,31,,,,
19400,1998,22,,,,,2002,23,,,,
19500,1998,31,,,,,2002,31,,,,
19600,1998,22,,,,,2002,22,,,,
19700,1998,26,,,,,2002,26,,,,
19800,1998,23,,,,,2002,23,,,,
19900,1999,26,,,,,2002,26,,,,
20000,1999,28,,,,,2002,28,,,,
20100,1999,30,,,,,2001,7,2002.0,30.0,,
20200,1999,29,,,,,2002,28,,,,
20300,2001,1,1999.0,26.0,,,2002,25,,,,
20400,1998,25,,,,,2002,25,,,,
20500,1998,25,,,,,2000,7,2002.0,25.0,,
20600,1998,21,,,,,2002,21,,,,
20700,1998,23,,,,,2001,1,2002.0,22.0,,
20800,1999,5,1998.0,23.0,,,2001,2,2002.0,21.0,,
20900,1999,30,,,,,2002,30,,,,
21000,1998,29,,,,,2002,29,,,,
21100,1999,1,1998.0,22.0,,,2002,23,,,,
21200,1998,28,,,,,2002,28,,,,
21300,1999,2,1998.0,27.0,,,2002,29,,,,
21400,1998,23,,,,,2000,6,2001.0,2.0,2002.0,21.0
21500,1998,26,,,,,2002,26,,,,
21600,1998,23,,,,,2000,8,2002.0,23.0,,
21700,1998,22,,,,,2002,22,,,,
21800,1998,27,,,,,2000,5,2001.0,27.0,,
21900,1998,21,,,,,2001,21,,,,
22000,1998,24,,,,,2001,24,,,,
22100,1998,28,,,,,2001,26,,,,
22200,1998,27,,,,,2001,2,2002.0,25.0,,
22300,1998,26,,,,,2001,27,,,,
22400,2000,1,1998.0,29.0,,,2002,29,,,,
22500,1999,4,1998.0,30.0,,,2002,30,,,,
22600,1998,22,,,,,1999,2,2000.0,7.0,2002.0,22.0
22700,1998,35,,,,,2001,27,,,,
22800,1998,22,,,,,2001,22,,,,
22900,1998,22,,,,,1999,2,2001.0,22.0,,
23000,1998,26,,,,,2001,26,,,,
23100,1998,22,,,,,2000,2,2001.0,22.0,,
23200,1998,29,,,,,2001,29,,,,
23300,1999,4,1998.0,27.0,,,2001,22,,,,
23400,1998,21,,,,,2001,21,,,,
23500,1998,22,,,,,2001,22,,,,
23600,1998,27,,,,,2001,23,,,,
23700,1998,27,,,,,2000,1,2001.0,27.0,,
23800,1998,29,,,,,2001,29,,,,
23900,1998,23,,,,,2001,23,,,,
24000,2000,2,1998.0,26.0,,,2001,26,,,,
24100,1998,31,,,,,2001,31,,,,
24200,1998,32,,,,,2000,5,2001.0,32.0,,
24300,1998,29,,,,,2001,29,,,,
24400,1998,33,,,,,2001,29,,,,
24500,2000,1,1998.0,22.0,,,2001,22,,,,
24600,1998,30,,,,,2001,30,,,,
24700,1998,27,,,,,2000,8,2001.0,27.0,,
24800,1998,23,,,,,2001,23,,,,
24900,1998,28,,,,,2001,28,,,,
25000,1998,24,,,,,2001,24,,,,
25100,2000,1,1998.0,24.0,,,2001,24,,,,
25200,1998,26,,,,,2001,26,,,,
25300,1998,23,,,,,2000,2,2001.0,23.0,,
25400,1998,22,,,,,2001,22,,,,
25500,1998,31,,,,,2001,31,,,,
25600,1998,31,,,,,2000,5,2001.0,31.0,,
25700,1998,30,,,,,2001,30,,,,
25800,1999,3,1998.0,24.0,,,2001,24,,,,
25900,1998,25,,,,,2000,1,2001.0,25.0,,
26000,1998,26,,,,,2001,26,,,,
26100,1998,23,,,,,2001,23,,,,
26200,2000,1,1998.0,30.0,,,2001,30,,,,
26300,1998,27,,,,,2000,1,2002.0,28.0,,
26400,1998,23,,,,,2002,24,,,,
26500,1998,26,,,,,2001,26,,,,
26600,1998,23,,,,,2002,23,,,,
26700,1999,2,1998.0,23.0,,,2000,3,2001.0,1.0,2002.0,22.0
26800,2000,1,1998.0,22.0,,,2001,22,,,,
26900,1998,26,,,,,2001,26,,,,
27000,1998,21,,,,,1999,4,2001.0,21.0,,
27100,1998,30,,,,,2001,30,,,,
27200,1998,27,,,,,2000,4,2001.0,28.0,,
27300,1998,30,,,,,2001,30,,,,
27400,1998,23,,,,,1999,6,2001.0,23.0,,
27500,1998,28,,,,,2001,28,,,,
27600,1998,30,,,,,2000,1,2001.0,30.0,,
27700,1999,3,1998.0,27.0,,,2001,27,,,,
27800,1998,24,,,,,2001,24,,,,
27900,1998,23,,,,,2001,23,,,,
28000,1998,29,,,,,2001,29,,,,
28100,1997,24,,,,,1999,5,2001.0,24.0,,
28200,1998,3,1997.0,23.0,,,2001,25,,,,
28300,1997,27,,,,,1999,7,2001.0,27.0,,
28400,1998,2,1997.0,23.0,,,2001,25,,,,
28500,1998,2,1997.0,25.0,,,2001,27,,,,
28600,1997,26,,,,,2001,26,,,,
28700,1998,2,1997.0,32.0,,,2001,32,,,,
28800,1999,1,1997.0,29.0,,,2000,2,2001.0,27.0,,
28900,1997,22,,,,,2001,22,,,,
29000,1997,26,,,,,2000,26,,,,
29100,1997,30,,,,,2000,22,,,,
29200,1998,2,1997.0,30.0,,,2000,30,,,,
29300,1997,3,1996.0,23.0,,,2000,23,,,,
29400,1996,25,,,,,2000,25,,,,
29500,1997,31,,,,,2000,31,,,,
29600,1997,24,,,,,2000,24,,,,
29700,1997,30,,,,,2000,30,,,,
29800,1997,22,,,,,2000,22,,,,
29900,1997,29,,,,,1999,1,2000.0,29.0,,
30000,1997,28,,,,,2000,28,,,,
30100,1998,6,1997.0,28.0,,,2000,21,,,,
30200,1997,28,,,,,2000,28,,,,
30300,1999,1,1997.0,32.0,,,2000,30,,,,
30400,1997,29,,,,,2000,30,,,,
30500,1997,20,,,,,2000,20,,,,
30600,1997,30,,,,,2000,30,,,,
30700,1998,1,1997.0,24.0,,,2001,25,,,,
30800,1998,30,,,,,2001,30,,,,
30900,1997,29,,,,,1998,1,2001.0,29.0,,
31000,1998,30,,,,,2000,2,2001.0,30.0,,
31100,1998,25,,,,,2000,4,2001.0,25.0,,
31200,1998,20,,,,,2000,1,2001.0,26.0,,
31300,2000,1,1998.0,23.0,,,2001,23,,,,
31400,1998,26,,,,,2001,26,,,,
31500,1998,32,,,,,2001,32,,,,
31600,1998,24,,,,,2001,24,,,,
31700,2000,1,1998.0,34.0,,,2001,26,,,,
31800,1998,25,,,,,2001,25,,,,
31900,1997,30,,,,,2001,30,,,,
32000,1997,21,,,,,1999,8,2001.0,22.0,,
32100,1997,22,,,,,1999,4,2000.0,23.0,,
32200,1998,1,1997.0,30.0,,,2001,31,,,,
32300,2000,1,1999.0,3.0,1997.0,22.0,2001,22,,,,
32400,1997,30,,,,,2001,30,,,,
32500,1997,22,,,,,1999,1,2000.0,2.0,2001.0,20.0
32600,1998,2,1997.0,21.0,,,2001,23,,,,
32700,1999,1,1997.0,31.0,,,2000,2,2001.0,29.0,,
32800,1997,26,,,,,1998,5,2001.0,26.0,,
32900,1997,32,,,,,2001,32,,,,
33000,1998,4,1997.0,26.0,,,2001,26,,,,
33100,1997,35,,,,,2000,27,,,,
33200,1997,25,,,,,2000,21,,,,
33300,1997,18,,,,,2000,26,,,,
33400,1997,30,,,,,2000,30,,,,
33500,1997,28,,,,,2000,28,,,,
33600,1997,26,,,,,2000,26,,,,
33700,1997,25,,,,,2000,25,,,,
33800,1997,25,,,,,2000,20,,,,
33900,1999,1,1997.0,21.0,,,2000,21,,,,
34000,1999,1,1997.0,26.0,,,2000,26,,,,
34100,1997,23,,,,,2000,23,,,,
34200,1997,23,,,,,2000,23,,,,
34300,1997,29,,,,,2000,29,,,,
34400,1997,31,,,,,2000,31,,,,
34500,1997,28,,,,,2000,25,,,,
34600,1997,28,,,,,2000,28,,,,
34700,1997,34,,,,,2000,31,,,,
34800,1997,23,,,,,1999,4,2001.0,23.0,,
34900,1997,26,,,,,2000,1,2001.0,26.0,,
35000,1997,21,,,,,1998,4,2001.0,21.0,,
35100,1997,24,,,,,2000,2,2001.0,22.0,,
35200,1997,26,,,,,1999,5,2001.0,26.0,,
35300,1997,27,,,,,2000,21,,,,
35400,1998,3,1997.0,22.0,,,2001,22,,,,
35500,1998,1,1997.0,22.0,,,2001,23,,,,
35600,1997,27,,,,,2001,27,,,,
35700,1997,24,,,,,2001,25,,,,
35800,1998,7,1997.0,26.0,,,2001,27,,,,
35900,1998,1,1997.0,22.0,,,2001,23,,,,
36000,1997,28,,,,,2001,28,,,,
36100,1999,4,1997.0,29.0,,,2001,29,,,,
36200,1997,28,,,,,1998,1,2001.0,30.0,,
36300,1998,25,,,,,2001,25,,,,
36400,1998,31,,,,,2001,31,,,,
36500,1998,24,,,,,2000,4,2001.0,24.0,,
36600,1998,29,,,,,2001,29,,,,
36700,1998,32,,,,,2001,32,,,,
36800,1999,2,1998.0,24.0,,,2001,24,,,,
36900,1998,23,,,,,2001,23,,,,
37000,1997,28,,,,,2001,28,,,,
37100,1997,20,,,,,2001,20,,,,
37200,1998,7,1997.0,29.0,,,2001,29,,,,
37300,1997,22,,,,,2000,2,2001.0,21.0,,
37400,1997,30,,,,,2001,30,,,,
37500,1997,23,,,,,2001,23,,,,
37600,1997,23,,,,,2001,23,,,,
37700,1997,21,,,,,2000,1,2001.0,20.0,,
37800,1997,22,,,,,2000,22,,,,
37900,1997,29,,,,,2000,24,,,,
38000,1997,25,,,,,2000,25,,,,
38100,1997,27,,,,,2000,27,,,,
38200,1997,22,,,,,2000,22,,,,
38300,1997,22,,,,,2000,22,,,,
38400,1997,26,,,,,2000,26,,,,
38500,1997,21,,,,,2000,21,,,,
38600,1997,29,,,,,2000,29,,,,
38700,1998,4,1997.0,32.0,,,1999,8,2000.0,32.0,,
38800,1998,1,1997.0,24.0,,,2000,24,,,,
38900,1997,20,,,,,2000,21,,,,
39000,1997,30,,,,,2000,30,,,,
39100,1997,25,,,,,2000,25,,,,
39200,1997,22,,,,,2000,22,,,,
39300,1997,29,,,,,1999,2,2000.0,29.0,,
39400,1997,30,,,,,2000,26,,,,
39500,1999,1,1997.0,31.0,,,2000,31,,,,
39600,1997,28,,,,,2000,28,,,,
39700,1997,23,,,,,2000,23,,,,
39800,1997,24,,,,,1998,4,2000.0,24.0,,
39900,1997,23,,,,,2000,23,,,,
40000,1997,27,,,,,2000,27,,,,
40100,1997,27,,,,,2000,27,,,,
40200,1999,5,1997.0,29.0,,,2000,29,,,,
40300,1997,26,,,,,2000,28,,,,
40400,1997,37,,,,,2000,30,,,,
40500,1997,30,,,,,2000,30,,,,
40600,1997,31,,,,,2000,29,,,,
40700,1998,3,1997.0,29.0,,,2000,24,,,,
40800,1997,24,,,,,2000,24,,,,
40900,1997,23,,,,,1998,3,2000.0,23.0,,
41000,1999,2,1997.0,28.0,,,2000,24,,,,
41100,1999,9,1997.0,26.0,,,2000,26,,,,
41200,1998,2,1997.0,25.0,,,2000,25,,,,
41300,1997,30,,,,,2000,30,,,,
41400,1997,31,,,,,1999,6,2000.0,31.0,,
41500,1997,23,,,,,1998,6,1999.0,8.0,2000.0,23.0
41600,1996,23,,,,,2000,23,,,,
41700,1997,29,,,,,2000,29,,,,
41800,1997,31,,,,,1999,1,2000.0,31.0,,
41900,1997,30,,,,,1998,3,2000.0,30.0,,
42000,1997,20,,,,,2000,20,,,,
42100,1997,6,1996.0,21.0,,,2000,21,,,,
42200,1996,22,,,,,2000,22,,,,
42300,1996,24,,,,,1998,4,2000.0,24.0,,
42400,1996,27,,,,,2000,27,,,,
42500,1997,24,,,,,2000,24,,,,
42600,1997,24,,,,,2000,24,,,,
42700,1999,5,1997.0,29.0,,,2000,24,,,,
42800,1997,27,,,,,2000,27,,,,
42900,1997,28,,,,,1999,7,2000.0,28.0,,
43000,1997,21,,,,,2000,21,,,,
43100,1997,21,,,,,1999,3,2000.0,21.0,,
43200,1998,3,1997.0,29.0,,,2000,1,2001.0,28.0,,
43300,1997,25,,,,,2001,25,,,,
43400,1997,28,,,,,2001,28,,,,
43500,1998,1,1997.0,22.0,,,2001,24,,,,
43600,1998,22,,,,,2001,22,,,,
43700,2000,1,1998.0,30.0,,,2001,30,,,,
43800,1998,30,,,,,2001,29,,,,
43900,1998,23,,,,,2001,24,,,,
44000,1998,30,,,,,2000,3,2001.0,30.0,,
44100,1998,36,,,,,2001,30,,,,
44200,1998,27,,,,,2001,27,,,,
44300,1998,28,,,,,2000,1,2001.0,28.0,,
44400,1998,23,,,,,2000,6,2001.0,23.0,,
44500,1998,29,,,,,2000,1,2001.0,29.0,,
44600,1998,26,,,,,2001,26,,,,
44700,2000,1,1998.0,28.0,,,2001,28,,,,
44800,2000,9,1998.0,24.0,,,2001,24,,,,
44900,1998,31,,,,,2001,30,,,,
45000,1998,24,,,,,2001,25,,,,
45100,1998,26,,,,,2001,26,,,,
45200,1998,24,,,,,2001,24,,,,
45300,1998,30,,,,,2001,30,,,,
45400,1998,30,,,,,2001,25,,,,
45500,2000,1,1998.0,29.0,,,2001,29,,,,
45600,1998,27,,,,,2001,27,,,,
45700,1998,22,,,,,2001,22,,,,
45800,1998,26,,,,,2001,21,,,,
45900,1998,28,,,,,2000,3,2001.0,28.0,,
46000,1998,26,,,,,2000,1,2001.0,26.0,,
46100,1998,24,,,,,2001,1,2002.0,23.0,,
46200,1999,3,1998.0,20.0,,,2000,4,2002.0,20.0,,
46300,1999,3,1998.0,23.0,,,2002,23,,,,
46400,1999,26,,,,,2002,26,,,,
46500,1999,26,,,,,2002,26,,,,
46600,1998,22,,,,,2002,22,,,,
46700,1999,2,1998.0,27.0,,,2002,27,,,,
46800,1998,30,,,,,1999,5,2001.0,1.0,2002.0,30.0
46900,1999,3,1998.0,31.0,,,2001,1,2002.0,30.0,,
47000,1998,37,,,,,2001,29,,,,
47100,1998,28,,,,,2001,28,,,,
47200,2000,1,1999.0,5.0,1998.0,26.0,2001,26,,,,
47300,1998,31,,,,,2001,31,,,,
47400,1998,28,,,,,2001,29,,,,
47500,2000,1,1998.0,27.0,,,2001,27,,,,
47600,2000,8,1998.0,27.0,,,2001,27,,,,
47700,1998,23,,,,,2000,2,2001.0,24.0,,
47800,1998,25,,,,,2001,25,,,,
47900,1998,26,,,,,2001,26,,,,
48000,1998,28,,,,,2001,28,,,,
48100,2000,10,1998.0,24.0,,,2001,24,,,,
48200,1998,25,,,,,2000,6,2001.0,25.0,,
48300,1998,26,,,,,2001,26,,,,
48400,1998,30,,,,,2001,30,,,,
48500,1998,25,,,,,2001,25,,,,
48600,1998,23,,,,,2000,2,2001.0,24.0,,
48700,1998,20,,,,,2000,2,2001.0,21.0,,
48800,1998,25,,,,,2001,25,,,,
48900,1998,27,,,,,2001,28,,,,
49000,1998,21,,,,,2001,21,,,,
49100,1998,30,,,,,2001,28,,,,
49200,1998,29,,,,,2001,29,,,,
49300,1998,26,,,,,2001,22,,,,
49400,1998,20,,,,,2001,21,,,,
49500,2000,1,1998.0,30.0,,,2001,30,,,,
49600,1998,30,,,,,2000,5,2001.0,30.0,,
49700,1998,33,,,,,2001,27,,,,
49800,1998,26,,,,,2001,2,2002.0,24.0,,
49900,1998,21,,,,,2000,1,2001.0,22.0,,
50000,1999,5,1998.0,28.0,,,2001,1,2002.0,27.0,,
50100,1998,30,,,,,2001,30,,,,
50200,1998,31,,,,,2001,31,,,,
50300,1999,1,1998.0,21.0,,,2001,21,,,,
50400,1999,5,1998.0,23.0,,,2002,23,,,,
50500,1998,28,,,,,2001,2,2002.0,26.0,,
50600,1998,22,,,,,2002,22,,,,
50700,1998,27,,,,,2001,1,2002.0,26.0,,
50800,1998,30,,,,,2002,30,,,,
50900,1999,23,,,,,2002,26,,,,
51000,1999,9,1998.0,25.0,,,2002,27,,,,
51100,1999,1,1998.0,30.0,,,2000,6,2002.0,31.0,,
51200,1999,29,,,,,2002,29,,,,
51300,2001,1,1998.0,26.0,,,2002,26,,,,
51400,1999,22,,,,,2001,8,2002.0,22.0,,
51500,1999,2,1998.0,29.0,,,2002,31,,,,
51600,1999,32,,,,,2001,3,2002.0,32.0,,
51700,1999,22,,,,,2002,21,,,,
51800,1999,22,,,,,2001,8,2003.0,22.0,,
51900,1999,24,,,,,2002,24,,,,
52000,1999,23,,,,,2002,23,,,,
52100,2001,2,1999.0,24.0,,,2002,24,,,,
52200,1999,25,,,,,2002,26,,,,
52300,2000,3,1999.0,29.0,,,2002,1,2003.0,28.0,,
52400,2000,3,1999.0,21.0,,,2002,1,2003.0,20.0,,
52500,1999,31,,,,,2003,31,,,,
52600,1999,25,,,,,2001,7,2003.0,25.0,,
52700,1999,21,,,,,2003,21,,,,
52800,1999,22,,,,,2003,22,,,,
52900,1999,25,,,,,2001,3,2003.0,25.0,,
53000,1999,22,,,,,2003,22,,,,
53100,1999,23,,,,,2003,23,,,,
53200,1999,28,,,,,2003,28,,,,
53300,2000,25,,,,,2002,6,2003.0,25.0,,
53400,2000,28,,,,,2002,6,2003.0,28.0,,
53500,2002,1,2000.0,29.0,,,2003,21,,,,
53600,2000,27,,,,,2003,27,,,,
53700,2000,23,,,,,2003,2,2004.0,21.0,,
53800,2000,25,,,,,2001,6,2002.0,3.0,2004.0,25.0
53900,2001,1,2000.0,30.0,,,2004,31,,,,
54000,2001,1,2000.0,30.0,,,2002,3,2004.0,31.0,,
54100,2001,1,2000.0,26.0,,,2004,27,,,,
54200,2001,30,,,,,2004,30,,,,
54300,2001,2,2000.0,22.0,,,2004,24,,,,
54400,2000,30,,,,,2002,4,2004.0,30.0,,
54500,2000,24,,,,,2003,2,2004.0,22.0,,
54600,2000,24,,,,,2003,1,2004.0,24.0,,
54700,2002,1,2000.0,25.0,,,2003,25,,,,
54800,2000,31,,,,,2003,31,,,,
54900,2001,6,2000.0,25.0,,,2004,25,,,,
55000,2000,24,,,,,2001,5,2004.0,24.0,,
55100,2001,28,,,,,2004,21,,,,
55200,2001,21,,,,,2004,21,,,,
55300,2001,29,,,,,2004,29,,,,
55400,2001,36,,,,,2004,28,,,,
55500,2001,31,,,,,2004,31,,,,
55600,2001,28,,,,,2004,29,,,,
55700,2001,21,,,,,2004,21,,,,
55800,2001,22,,,,,2004,22,,,,
55900,2001,27,,,,,2004,27,,,,
56000,2001,29,,,,,2004,29,,,,
56100,2001,23,,,,,2004,23,,,,
56200,2001,23,,,,,2003,7,2004.0,23.0,,
56300,2001,30,,,,,2004,31,,,,
56400,2001,27,,,,,2004,25,,,,
56500,2001,23,,,,,2004,22,,,,
